time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,respiration,PercentageinZ2
834,303,86,129,7878.78,10.189,19,34,465:463:465,27.14,0.13532609
835,301,85,129,7888.97,10.189,20,34,467:465,27.14,0.13550724
836,304,85,129,7899.16,10.189,19,34,463:462,27.14,0.13550724
837,305,87,129,7909.35,10.189,20,33,465:465,27.14,0.13550724
838,303,87,129,7919.54,10.189,20,33,465:460,27.14,0.13568841
839,303,88,129,7929.72,10.189,20,33,467:465,26.36,0.13586956
840,303,88,129,7939.92,10.189,20,33,462:460,26.36,0.13605073
841,300,86,130,7950.1,10.189,20,33,458:462,26.36,0.13623188
842,300,86,129,7960.29,10.189,20,33,467:467:467,26.36,0.13641304
843,303,83,128,7970.48,10.189,20,35,469:465,26.36,0.1365942
844,303,83,128,7980.68,10.189,20,35,470:469,26.63,0.13677536
845,302,83,128,7990.86,10.189,20,35,467:472,26.63,0.13695653
846,304,82,127,8001.05,10.189,20,35,472:470,26.63,0.13695653
847,306,83,127,8011.25,10.189,19,35,469:472,26.63,0.13695653
848,301,84,127,8021.42,10.189,20,34,470:469,26.63,0.13713768
849,302,84,128,8031.61,10.189,20,34,467:472,26.63,0.13731883
850,302,82,127,8041.8,10.189,19,35,470:472:469,26.8,0.1375
851,304,82,128,8051.99,10.189,19,35,469:474,26.8,0.1375
852,302,82,127,8062.18,10.189,19,35,476:474,26.8,0.13768116
853,301,81,127,8072.37,10.189,20,35,472:472,26.8,0.13786232
854,303,79,127,8082.56,10.189,19,37,467:479,26.92,0.13804348
855,308,82,126,8092.75,10.189,19,36,476:476,26.92,0.13804348
856,304,85,126,8102.95,10.189,20,34,470:476,26.92,0.13804348
857,303,86,126,8113.12,10.189,20,34,476:474,26.92,0.13822463
858,301,86,127,8123.31,10.189,19,33,472:476,26.92,0.1384058
859,303,85,127,8133.5,10.189,19,34,472:469,26.92,0.13858695
860,305,86,127,8143.69,10.189,19,34,472:472,26.61,0.13858695
861,302,87,127,8153.89,10.189,19,33,460:472:474,26.61,0.13876812
862,300,85,127,8164.07,10.189,19,34,474:472,26.61,0.13894928
863,305,84,127,8174.26,10.189,20,35,469:465,26.61,0.13894928
864,307,85,128,8184.46,10.189,19,34,472:469,26.61,0.13894928
865,306,89,128,8194.64,10.189,19,33,467:465,27.19,0.13894928
866,301,90,128,8204.87,10.189,19,32,469:467:467,27.19,0.13913043
867,299,87,128,8215.01,10.189,19,33,463:467,27.19,0.1393116
868,301,85,128,8225.21,10.189,19,34,467:465,27.19,0.13949275
869,303,83,129,8235.39,10.189,19,35,465:467,27.18,0.13967392
870,303,83,129,8245.58,10.189,19,35,463:462,27.18,0.13985507
871,303,83,130,8255.77,10.189,19,35,460:467,27.18,0.14003623
872,304,83,129,8265.96,10.189,19,35,467:465,27.18,0.14003623
873,301,82,130,8276.16,10.189,19,35,462:460:458,27.18,0.1402174
874,304,81,130,8286.34,10.189,19,36,456:462,29.54,0.1402174
875,309,84,130,8296.53,10.189,19,35,460:460,29.54,0.1402174
876,303,87,130,8306.72,10.189,19,33,458:462,29.54,0.14039855
877,302,87,130,8316.91,10.189,19,33,463:465,29.54,0.14057972
878,303,86,129,8327.11,10.189,19,34,462:460,29.54,0.14076087
879,304,86,129,8337.29,10.189,19,34,467:465,29.54,0.14076087
880,303,87,130,8347.47,10.189,19,33,465:460:460,29.14,0.14094202
881,300,86,129,8357.66,10.189,19,33,465:465,29.14,0.14112319
882,302,84,129,8367.85,10.189,19,34,467:462,29.14,0.14130434
883,302,83,128,8378.05,10.189,19,35,467:469,29.14,0.14148551
884,302,82,128,8388.23,10.189,19,35,467:465,29.14,0.14166667
885,304,83,129,8398.43,10.189,19,35,460:472:467,28.48,0.14166667
886,304,84,128,8408.61,10.189,19,35,467:463,28.48,0.14166667
887,302,84,128,8418.8,10.189,19,34,467:469,28.48,0.14184782
888,300,84,128,8428.99,10.189,19,34,467:467,28.48,0.14202899
889,302,83,128,8439.18,10.189,19,35,469:469,28.43,0.14221014
890,303,82,128,8449.37,10.189,19,35,467:467,28.43,0.14239131
891,305,84,128,8459.56,10.189,19,35,469,28.43,0.14239131
892,301,85,128,8469.76,10.189,19,34,470:469:467,28.43,0.14257246
893,305,84,128,8479.95,10.189,19,35,465:470,28.43,0.14257246
894,305,85,128,8490.12,10.189,19,34,469:467:465,28.8,0.14257246
895,301,85,128,8500.31,10.189,19,34,467:467,28.8,0.14275362
896,303,84,128,8510.5,10.189,19,34,472:469,28.8,0.14293478
897,303,84,128,8520.69,10.189,19,34,470:469,28.8,0.14311594
898,300,83,128,8530.88,10.189,19,35,469:463,28.8,0.1432971
899,295,79,129,8541.08,10.189,19,36,469:465:463,27.86,0.14347826
900,300,75,129,8551.26,10.189,19,38,465,27.86,0.14365941
901,317,72,130,8561.45,10.189,19,42,463:460:458,27.86,0.14365941
902,328,70,130,8571.64,10.189,19,45,467:463,27.86,0.14365941
903,327,68,129,8581.83,10.189,19,46,465:462,27.86,0.14365941
904,332,67,130,8592.02,10.189,19,47,462:465,28.41,0.14365941
905,335,67,129,8602.21,10.189,19,48,465:463,28.41,0.14365941
906,328,67,129,8612.4,10.189,19,47,465:465:465,28.41,0.14365941
907,330,67,129,8622.59,10.189,19,47,462:465,28.41,0.14365941
908,337,67,129,8632.78,10.189,19,48,462:462,28.41,0.14365941
909,331,68,130,8642.97,10.189,19,46,460:467,28.39,0.14365941
910,334,68,129,8653.15,10.189,19,47,467:465,28.39,0.14365941
911,327,68,129,8663.38,10.189,19,46,462:469,28.39,0.14365941
912,331,67,129,8673.53,10.189,19,47,467:465,28.39,0.14365941
913,329,66,129,8683.72,10.189,19,48,463:467,28.39,0.14365941
914,336,66,128,8693.91,10.189,19,49,467:465,28.39,0.14365941
915,335,66,129,8704.1,10.189,19,48,458:470:465,29.95,0.14365941
916,331,67,129,8714.33,10.189,19,47,465:460,29.95,0.14365941
917,327,66,129,8724.52,10.189,19,47,467:465,29.95,0.14365941
918,331,66,129,8734.71,10.189,19,48,465:460,29.95,0.14365941
919,331,65,129,8744.86,10.189,19,49,462:463:469,30.2,0.14365941
920,332,65,129,8755.09,10.189,19,49,465,30.2,0.14365941
921,330,64,129,8765.24,10.189,19,49,467:462:469,30.2,0.14365941
922,332,64,129,8775.47,10.189,19,50,465,30.2,0.14365941
923,335,64,129,8785.65,10.189,19,50,462:930,30.2,0.14365941
924,332,64,128,8795.84,10.189,19,50,469:463,29.98,0.14365941
925,330,64,129,8806.03,10.189,19,49,460:469,29.98,0.14365941
926,333,63,128,8816.22,10.189,20,50,467:465,29.98,0.14365941
927,330,64,129,8826.4,10.189,19,49,463:465:467,29.98,0.14365941
928,332,64,129,8836.59,10.189,20,50,465:460,29.98,0.14365941
929,333,63,129,8846.78,10.189,19,50,469:472,30.22,0.14365941
930,335,64,128,8856.97,10.189,19,50,467:463,30.22,0.14365941
931,329,64,129,8867.16,10.189,19,49,925,30.22,0.14365941
932,329,64,129,8877.36,10.189,19,49,467:930,30.22,0.14365941
933,330,63,129,8887.54,10.189,19,50,463:460,30.22,0.14365941
934,329,62,129,8897.72,10.189,19,51,462:462,30.78,0.14365941
935,331,61,130,8907.91,10.189,19,52,462:458,30.78,0.14365941
936,333,61,131,8918.1,10.189,19,52,456:462,30.78,0.14365941
937,333,61,130,8928.29,10.189,19,52,460:458,30.78,0.14365941
938,334,62,131,8938.48,10.189,19,51,456:453,30.78,0.14365941
939,334,63,131,8948.66,10.189,19,51,453:460:458,31.15,0.14365941
940,335,64,131,8958.86,10.189,19,50,456:453,31.15,0.14365941
941,331,63,132,8969.04,10.189,19,50,453:453,31.15,0.14365941
942,331,63,131,8979.24,10.189,19,50,462:462,31.15,0.14365941
943,331,63,130,8989.43,10.189,19,50,462:458,31.15,0.14365941
944,331,63,130,8999.61,10.189,19,50,460:462,31.15,0.14365941
945,333,63,131,9009.8,10.189,19,50,460:456:453,29.43,0.14365941
946,333,63,131,9019.96,10.189,19,50,460:458,29.43,0.14365941
947,333,63,131,9030.18,10.189,19,50,458:456,29.43,0.14365941
948,329,63,131,9040.36,10.189,19,50,456:460,29.43,0.14365941
949,332,63,131,9050.55,10.189,19,50,458:456:456,28.28,0.14365941
950,337,63,131,9060.73,10.189,19,51,456:460,28.28,0.14365941
951,333,63,130,9070.92,10.189,19,50,460:458,28.28,0.14365941
952,332,63,131,9081.11,10.189,19,50,456:463,28.28,0.14365941
953,325,64,130,9091.3,10.189,19,48,462:460,28.28,0.14365941
954,329,62,131,9101.49,10.189,19,51,458:458,28.28,0.14365941
955,337,61,130,9111.68,10.189,19,53,462:462,28.3,0.14365941
956,336,62,130,9121.86,10.189,19,52,462:458:455,28.3,0.14365941
957,326,63,131,9132.05,10.189,19,49,462:460,28.3,0.14365941
958,333,62,131,9142.24,10.189,19,51,456:456,28.3,0.14365941
959,331,62,131,9152.43,10.189,19,51,456:460,27.92,0.14365941
960,335,62,131,9162.62,10.189,19,52,458:455,27.92,0.14365941
961,337,62,132,9172.81,10.189,19,52,451:453,27.92,0.14365941
962,330,62,131,9183.0,10.189,19,51,462:458:458,27.92,0.14365941
963,329,63,132,9193.19,10.189,19,50,453:451,27.92,0.14365941
964,330,62,131,9203.38,10.189,19,51,456:458,27.27,0.14365941
965,330,61,132,9213.57,10.189,19,52,456:456:453,27.27,0.14365941
966,331,61,132,9223.75,10.189,19,52,907,27.27,0.14365941
967,330,60,132,9233.93,10.189,19,53,455:455,27.27,0.14365941
968,329,59,132,9244.13,10.189,19,53,453:451,27.27,0.14365941
969,339,59,132,9254.31,10.189,19,55,456:455,26.45,0.14365941
970,338,60,132,9264.5,10.189,19,54,455:451:453,26.45,0.14365941
971,328,61,132,9274.69,10.189,19,51,455:458,26.45,0.14365941
972,331,60,131,9284.88,10.189,19,53,458:456,26.45,0.14365941
973,331,59,132,9295.07,10.189,19,54,455:455,26.45,0.14365941
974,333,59,131,9305.26,10.189,19,54,458:458,26.69,0.14365941
975,328,59,131,9315.45,10.189,19,53,456:456,26.69,0.14365941
976,328,58,132,9325.65,10.189,19,54,453:458,26.69,0.14365941
977,335,57,131,9335.83,10.189,19,56,458:458:456,26.69,0.14365941
978,338,59,131,9346.01,10.189,19,55,456:460,26.69,0.14365941
979,336,61,131,9356.2,10.189,19,53,460,26.69,0.14365941
980,334,61,131,9366.39,10.189,19,52,456:458:453:460,26.06,0.14365941
981,334,63,130,9376.58,10.189,19,51,462:460,26.06,0.14365941
982,331,63,131,9386.78,10.189,19,50,458:456,26.06,0.14365941
983,330,63,131,9396.96,10.189,19,50,462:460,26.06,0.14365941
984,329,63,131,9407.15,10.189,19,50,458:456,26.03,0.14365941
985,330,62,131,9417.34,10.189,19,51,456,26.03,0.14365941
986,325,61,130,9427.53,10.189,19,51,922:458,26.03,0.14365941
987,335,60,130,9437.72,10.189,19,53,456:463:460,26.03,0.14365941
988,337,58,130,9447.92,10.189,19,55,458:458,26.03,0.14365941
989,331,60,130,9458.1,10.189,19,53,462:460,26.8,0.14365941
990,334,60,130,9468.28,10.189,19,53,460:458,26.8,0.14365941
991,332,61,131,9478.48,10.189,19,52,458:467,26.8,0.14365941
992,333,61,130,9488.66,10.189,19,52,460:460,26.8,0.14365941
993,335,60,131,9498.85,10.189,19,53,456:455,26.8,0.14365941
994,329,61,131,9509.04,10.189,19,52,460:460,26.8,0.14365941
995,333,61,131,9519.23,10.189,19,52,456:453:460,27.71,0.14365941
996,332,61,131,9529.42,10.189,19,52,458:458,27.71,0.14365941
997,334,61,132,9539.61,10.189,19,52,455:453:460,27.71,0.14365941
998,328,61,131,9549.8,10.189,19,51,460:458,27.71,0.14365941
999,327,60,131,9559.99,10.189,19,52,455:453,27.53,0.14365941
1000,333,60,132,9570.18,10.189,19,53,453:460,27.53,0.14365941
1001,330,59,131,9580.36,10.189,19,53,458:458,27.53,0.14365941
1002,329,59,131,9590.55,10.189,19,53,458:458,27.53,0.14365941
1003,328,58,131,9600.74,10.189,19,54,458:456:456,27.53,0.14365941
1004,338,57,131,9610.93,10.189,19,57,453:458,27.41,0.14365941
1005,336,58,131,9621.12,10.189,19,55,458:455,27.41,0.14365941
1006,329,58,132,9631.31,10.189,19,54,453:460,27.41,0.14365941
1007,333,59,131,9641.5,10.189,19,54,458:458,27.41,0.14365941
1008,333,59,132,9651.69,10.189,19,54,453:451,27.41,0.14365941
1009,331,58,131,9661.88,10.189,19,54,462:458,27.41,0.14365941
1010,333,58,131,9672.07,10.189,19,55,458:453:460,27.72,0.14365941
1011,339,59,131,9682.27,10.189,19,55,456:453,27.72,0.14365941
1012,336,61,132,9692.44,10.189,19,53,453:458,27.72,0.14365941
1013,328,62,131,9702.63,10.189,19,51,458:458:455,27.72,0.14365941
1014,329,61,132,9712.82,10.189,19,52,455:458,28.32,0.14365941
1015,339,61,132,9723.01,10.189,19,53,453:451,28.32,0.14365941
1016,338,63,132,9733.2,10.189,19,51,453,28.32,0.14365941
1017,333,65,132,9743.4,10.189,19,49,456:456:453,28.32,0.14365941
1018,332,64,132,9753.58,10.189,19,50,453:455,28.32,0.14365941
1019,326,64,131,9763.77,10.189,19,49,460:458:455,29.12,0.14365941
1020,327,63,132,9773.96,10.189,19,50,453:455,29.12,0.14365941
1021,331,61,132,9784.16,10.189,19,52,913,29.12,0.14365941
1022,331,61,131,9794.35,10.189,19,52,458:460,29.12,0.14365941
1023,334,61,131,9804.52,10.189,19,52,456:456,29.12,0.14365941
1024,331,62,131,9814.72,10.189,19,51,458:458,29.12,0.14365941
1025,325,60,131,9824.9,10.189,19,52,458:455,30.04,0.14365941
1026,331,60,131,9835.09,10.189,19,53,460:456:453,30.04,0.14365941
1027,328,60,132,9845.28,10.189,19,52,453:458,30.04,0.14365941
1028,331,58,131,9855.47,10.189,19,54,458:456,30.04,0.14365941
1029,331,58,132,9865.67,10.189,19,54,456:453:453,31.05,0.14365941
1030,336,58,132,9875.86,10.189,19,55,453:462,31.05,0.14365941
1031,335,59,131,9886.05,10.189,19,54,458:458,31.05,0.14365941
1032,330,59,131,9896.24,10.189,19,53,455:458,31.05,0.14365941
1033,337,60,131,9906.43,10.189,19,54,460:458,31.05,0.14365941
1034,333,59,131,9916.6,10.189,19,54,456:451,31.05,0.14365941
1035,324,60,131,9926.8,10.189,19,52,460:458:456,30.54,0.14365941
1036,329,60,132,9936.98,10.189,19,52,453:453,30.54,0.14365941
1037,331,57,132,9947.17,10.189,19,55,458:458,30.54,0.14365941
1038,334,57,131,9957.36,10.189,19,56,456:453,30.54,0.14365941
1039,335,56,132,9967.55,10.189,19,57,455:456,29.41,0.14365941
1040,339,59,132,9977.75,10.189,19,55,455:460,29.41,0.14365941
1041,335,60,132,9987.94,10.189,19,53,456:451:458,29.41,0.14365941
1042,331,61,131,9998.13,10.189,19,52,458:453,29.41,0.14365941
1043,332,62,132,10008.32,10.189,19,51,453:458,29.41,0.14365941
1044,335,62,132,10018.5,10.189,19,52,456:451,28.66,0.14365941
1045,328,63,132,10028.68,10.189,19,50,455:456:456,28.66,0.14365941
1046,327,62,132,10038.88,10.189,19,50,449:451,28.66,0.14365941
1047,336,61,133,10049.06,10.189,19,53,451,28.66,0.14365941
1048,334,60,132,10059.26,10.189,19,53,912:456,28.66,0.14365941
1049,333,60,132,10069.44,10.189,19,53,453:451:451,29.34,0.14365941
1050,334,62,133,10079.64,10.189,19,51,449:451,29.34,0.14365941
1051,336,62,132,10089.82,10.189,19,52,456:456,29.34,0.14365941
1052,328,62,132,10100.01,10.189,19,51,456:456,29.34,0.14365941
1053,334,62,132,10110.2,10.189,19,51,451:458,29.34,0.14365941
1054,333,62,131,10120.39,10.189,19,51,456:453,29.8,0.14365941
1055,330,62,132,10130.59,10.189,19,51,453:458,29.8,0.14365941
1056,328,61,132,10140.76,10.189,19,51,456:455:453,29.8,0.14365941
1057,333,61,132,10150.97,10.189,19,52,453:458,29.8,0.14365941
1058,334,61,131,10161.14,10.189,19,52,456:456,29.8,0.14365941
1059,331,61,132,10171.33,10.189,19,52,453:451,28.53,0.14365941
1060,331,61,132,10181.52,10.189,19,52,460:456,28.53,0.14365941
1061,329,61,132,10191.72,10.189,19,52,455:451,28.53,0.14365941
1062,337,61,132,10201.91,10.189,19,53,458:455:451,28.53,0.14365941
1063,333,61,133,10212.09,10.189,19,52,449:451,28.53,0.14365941
1064,330,61,132,10222.28,10.189,19,52,456:911,28.47,0.14365941
1065,330,61,132,10232.47,10.189,19,52,453:449,28.47,0.14365941
1066,332,60,133,10242.66,10.189,19,53,448:444,28.47,0.14365941
1067,332,60,133,10252.86,10.189,19,53,455:451,28.47,0.14365941
1068,333,60,133,10263.03,10.189,19,53,449:446,28.47,0.14365941
1069,332,60,134,10273.22,10.189,19,53,448:444:453,28.43,0.14365941
1070,332,59,133,10283.41,10.189,19,54,449:449,28.43,0.14365941
1071,330,60,134,10293.6,10.189,19,53,446:448,28.43,0.14365941
1072,328,59,134,10303.8,10.189,19,53,453:449,28.43,0.14365941
1073,336,59,134,10313.98,10.189,19,54,448:444,28.43,0.14365941
1074,330,59,134,10324.17,10.189,19,53,451:449,28.43,0.14365941
1075,327,59,133,10334.37,10.189,19,53,449:448:449,28.4,0.14365941
1076,333,58,133,10344.59,10.189,19,55,453:451,28.4,0.14365941
1077,335,58,133,10354.75,10.189,19,55,449:901,28.4,0.14365941
1078,330,58,133,10364.93,10.189,19,54,455,28.4,0.14365941
1079,336,59,132,10375.12,10.189,19,54,907,28.4,0.14365941
1080,336,59,132,10385.31,10.189,19,54,449:456:453,27.99,0.14365941
1081,334,59,133,10395.49,10.189,19,54,451:449,27.99,0.14365941
1082,332,61,133,10405.68,10.189,19,52,451:456,27.99,0.14365941
1083,333,62,132,10415.87,10.189,19,51,456:453,27.99,0.14365941
1084,329,61,132,10426.06,10.189,19,52,449:460:458,28.1,0.14365941
1085,332,61,132,10436.26,10.189,19,52,455:449,28.1,0.14365941
1086,333,61,132,10446.45,10.189,19,52,451:453,28.1,0.14365941
1087,333,61,132,10456.64,10.189,19,52,458:458,28.1,0.14365941
1088,334,62,131,10466.82,10.189,19,51,456:455,28.1,0.14365941
1089,334,62,132,10477.01,10.189,19,51,449:458:456,27.79,0.14365941
1090,329,63,132,10487.2,10.189,19,50,453:449,27.79,0.14365941
1091,329,62,132,10497.38,10.189,19,51,456:453,27.79,0.14365941
1092,329,62,133,10507.57,10.189,19,51,451:446,27.79,0.14365941
1093,331,61,133,10517.76,10.189,19,52,453:451:449,27.79,0.14365941
1094,335,61,133,10527.95,10.189,19,52,449:453,30.34,0.14365941
1095,332,61,133,10538.17,10.189,19,52,453:453,30.34,0.14365941
1096,328,60,133,10548.36,10.198,19,52,449:451,30.34,0.14365941
1097,335,60,133,10558.54,10.198,19,53,449:911,30.34,0.14365941
1098,335,60,132,10568.73,10.189,19,53,453:451,30.34,0.14365941
1099,330,60,133,10578.92,10.189,19,53,448:456,31.64,0.14365941
1100,336,61,133,10589.11,10.189,19,53,451:451,31.64,0.14365941
1101,327,61,133,10599.3,10.189,19,51,451:453,31.64,0.14365941
1102,330,61,132,10609.49,10.189,19,52,455:453,31.64,0.14365941
1103,332,60,133,10619.67,10.189,19,53,451:448:456,31.64,0.14365941
1104,331,59,132,10629.87,10.189,19,54,456,31.64,0.14365941
1105,334,59,133,10640.05,10.189,19,54,453:451:449,31.33,0.14365941
1106,329,59,133,10650.25,10.189,19,53,451:458,31.33,0.14365941
1107,332,59,132,10660.44,10.189,19,54,456:456,31.33,0.14365941
1108,338,59,132,10670.62,10.189,19,55,453:453,31.33,0.14365941
1109,332,60,132,10680.83,10.189,19,53,449:458:456,31.52,0.14365941
1110,333,61,131,10691.0,10.189,19,52,456:453,31.52,0.14365941
1111,328,61,132,10701.19,10.189,19,51,456:460,31.52,0.14365941
1112,330,60,131,10711.39,10.189,19,53,458:453:453,31.52,0.14365941
1113,334,60,131,10721.56,10.189,19,53,460:458,31.52,0.14365941
1114,336,61,132,10731.76,10.189,19,53,455:453,31.64,0.14365941
1115,329,62,131,10741.94,10.189,19,51,458:456,31.64,0.14365941
1116,330,62,132,10752.13,10.189,19,51,453:453,31.64,0.14365941
1117,335,62,132,10762.33,10.189,19,52,453:456,31.64,0.14365941
1118,333,62,132,10772.51,10.189,19,51,456:455:451,31.64,0.14365941
1119,328,62,132,10782.7,10.189,19,51,449:451,30.54,0.14365941
1120,327,61,133,10792.89,10.189,19,51,451:446,30.54,0.14365941
1121,337,59,134,10803.08,10.189,19,55,446:451,30.54,0.14365941
1122,335,61,133,10813.27,10.189,19,52,451:451,30.54,0.14365941
1123,334,62,133,10823.45,10.189,19,51,448:449:456,30.54,0.14365941
1124,335,63,132,10833.64,10.189,19,51,453:453,29.81,0.14365941
1125,331,64,133,10843.83,10.189,19,49,449:451,29.81,0.14365941
1126,331,64,133,10854.02,10.189,19,49,455:451:451,29.81,0.14365941
1127,328,63,133,10864.21,10.189,19,50,449:453,29.81,0.14365941
1128,332,63,133,10874.4,10.189,19,50,453:451,29.81,0.14365941
1129,338,63,133,10884.59,10.189,19,51,448:446,29.32,0.14365941
1130,338,63,133,10894.78,10.189,19,51,449:456,29.32,0.14365941
1131,330,65,134,10904.97,10.189,19,48,446:444,29.32,0.14365941
1132,326,65,133,10915.17,10.189,19,48,455:453:451,29.32,0.14365941
1133,332,64,133,10925.35,10.189,19,50,448:451,29.32,0.14365941
1134,334,63,133,10935.54,10.189,19,51,451:451,29.39,0.14365941
1135,325,63,133,10945.73,10.189,19,49,446:448,29.39,0.14365941
1136,333,63,133,10955.91,10.189,19,50,449:455,29.39,0.14365941
1137,334,61,132,10966.1,10.189,19,52,455:455:451,29.39,0.14365941
1138,333,63,132,10976.29,10.189,19,50,444:458,29.39,0.14365941
1139,333,64,132,10986.48,10.189,19,50,453:449,29.04,0.14365941
1140,329,63,133,10996.67,10.189,19,50,446:456,29.04,0.14365941
1141,331,63,133,11006.86,10.189,19,50,453:451,29.04,0.14365941
1142,331,61,133,11017.05,10.189,19,52,899,29.04,0.14365941
1143,329,61,132,11027.24,10.189,19,52,907:451,29.04,0.14365941
1144,333,61,133,11037.43,10.189,19,52,449:451,28.81,0.14365941
1145,333,61,132,11047.62,10.189,19,52,449:458:456,28.81,0.14365941
1146,330,60,132,11057.81,10.189,19,53,455:453,28.81,0.14365941
1147,335,60,132,11068.01,10.189,19,53,449:456,28.81,0.14365941
1148,335,60,132,11078.18,10.189,19,53,455:453,28.81,0.14365941
1149,332,62,132,11088.38,10.189,19,51,448:456,29.05,0.14365941
1150,332,62,132,11098.56,10.189,19,51,456:451,29.05,0.14365941
1151,335,62,132,11108.75,10.189,19,52,453:453:451,29.05,0.14365941
1152,335,62,132,11118.94,10.189,19,52,453:453,29.05,0.14365941
1153,330,64,132,11129.13,10.189,19,49,458,29.05,0.14365941
1154,326,63,132,11139.32,10.189,19,49,458:455:455,29.21,0.14365941
1155,332,61,132,11149.51,10.189,19,52,449:460,29.21,0.14365941
1156,335,61,132,11159.7,10.189,19,52,456:455,29.21,0.14365941
1157,335,62,132,11169.89,10.189,19,52,451:456:453,29.21,0.14365941
1158,334,62,132,11180.09,10.189,19,51,449:453,29.21,0.14365941
1159,334,65,133,11190.27,10.189,19,49,451:449,30.49,0.14365941
1160,333,65,133,11200.45,10.189,19,49,451:446:451,30.49,0.14365941
1161,326,65,133,11210.64,10.189,19,48,449:448,30.49,0.14365941
1162,330,62,134,11220.84,10.189,19,51,446:451,30.49,0.14365941
1163,332,62,133,11231.02,10.189,19,51,453:451,30.49,0.14365941
1164,336,62,133,11241.21,10.189,19,52,449:448,30.96,0.14365941
1165,329,63,133,11251.4,10.189,19,50,906,30.96,0.14365941
1166,327,63,134,11261.59,10.189,19,50,446:444:446,30.96,0.14365941
1167,334,63,134,11271.78,10.189,19,51,451:451,30.96,0.14365941
1168,334,62,134,11281.97,10.189,19,51,448:444,30.96,0.14365941
1169,331,63,135,11292.17,10.189,19,50,442:446,30.96,0.14365941
1170,331,63,134,11302.35,10.189,19,50,451:448:444,30.48,0.14365941
1171,329,61,135,11312.54,10.189,19,52,442:448,30.48,0.14365941
1172,331,60,134,11322.74,10.189,19,53,446:444,30.48,0.14365941
1173,331,60,135,11332.91,10.189,19,53,442,30.48,0.14365941
1174,337,61,135,11343.1,10.189,19,53,888:451,30.48,0.14365941
1175,335,62,134,11353.29,10.189,19,52,449:449:446,29.37,0.14365941
1176,332,63,134,11363.49,10.189,19,50,442:451,29.37,0.14365941
1177,336,64,134,11373.67,10.189,19,50,449:446:444,29.37,0.14365941
1178,332,64,135,11383.87,10.189,19,50,444:451,29.37,0.14365941
1179,330,64,134,11394.05,10.189,19,49,449:446,28.24,0.14365941
1180,328,64,134,11404.24,10.189,19,49,444:453,28.24,0.14365941
1181,330,62,133,11414.43,10.189,19,51,451:449,28.24,0.14365941
1182,337,62,133,11424.62,10.189,19,52,444:449:449,28.24,0.14365941
1183,332,63,133,11434.81,10.189,19,50,453:451,28.24,0.14365941
1184,328,63,133,11444.99,10.189,19,50,449:446,27.49,0.14365941
1185,330,62,133,11455.18,10.189,19,51,451:449,27.49,0.14365941
1186,332,61,134,11465.37,10.189,19,52,446:441,27.49,0.14365941
1187,329,61,133,11475.56,10.189,19,52,453:451:448,27.49,0.14365941
1188,332,61,134,11485.76,10.189,19,52,444:441,27.49,0.14365941
1189,334,60,134,11495.94,10.189,19,53,451:446,27.77,0.14365941
1190,323,59,134,11506.14,10.189,19,52,448:442,27.77,0.14365941
1191,326,58,135,11516.33,10.189,19,54,439:448,27.77,0.14365941
1192,336,56,135,11526.51,10.189,19,57,444:439:435,27.77,0.14365941
1193,335,56,136,11536.7,10.189,19,57,446:439,27.77,0.14365941
1194,333,56,136,11546.89,10.189,19,57,444:439:439,27.96,0.14365941
1195,337,56,137,11557.07,10.189,19,57,437:435,27.96,0.14365941
1196,331,58,137,11567.26,10.189,19,54,437:435,27.96,0.14365941
1197,334,58,138,11577.45,10.189,19,55,432:428:439,27.96,0.14365941
1198,338,58,138,11587.64,10.189,19,56,435:432,27.96,0.14365941
1199,334,60,139,11597.84,10.189,19,53,432:428,27.7,0.14365941
1200,335,62,138,11608.02,10.189,19,52,437:435,27.7,0.14365941
1201,339,63,139,11618.21,10.189,19,51,432:426:437,27.7,0.14365941
1202,332,65,138,11628.37,10.161,19,49,437:435,27.7,0.14365941
1203,331,64,138,11638.56,10.189,19,49,430:430,27.7,0.14365941
1204,325,63,139,11648.75,10.189,19,49,430:437,27.7,0.14365941
1205,325,63,138,11658.94,10.189,19,49,871,27.52,0.14365941
1206,332,62,139,11669.13,10.189,19,51,430:430:435,27.52,0.14365941
1207,331,60,138,11679.32,10.189,19,53,435:423,27.52,0.14365941
1208,335,60,139,11689.52,10.189,19,53,437:425:435,27.52,0.14365941
1209,333,59,138,11699.7,10.189,19,54,435:433,27.4,0.14365941
1210,331,61,139,11709.9,10.189,19,52,430:428:435,27.4,0.14365941
1211,327,60,139,11720.07,10.189,19,52,432:430,27.4,0.14365941
1212,334,60,140,11730.26,10.189,19,53,425:428,27.4,0.14365941
1213,337,60,140,11740.45,10.189,19,54,428:435:430,27.4,0.14365941
1214,334,62,139,11750.65,10.189,19,51,430:428,27.32,0.14365941
1215,331,62,140,11760.83,10.189,19,51,423:437,27.32,0.14365941
1216,331,62,139,11771.03,10.189,19,51,432:428,27.32,0.14365941
1217,327,62,140,11781.21,10.189,19,50,425:423:433,27.32,0.14365941
1218,325,60,139,11791.4,10.189,19,52,430:430,27.32,0.14365941
1219,337,58,140,11801.6,10.189,19,55,425:425,27.27,0.14365941
1220,333,59,140,11811.78,10.189,19,54,428:426:432,27.27,0.14365941
1221,332,60,140,11822.09,10.31,19,53,428:425,27.27,0.14365941
