time,heartrate,altitude,temp,hrv,core_temperature,respiration
0,89,105.0,19,,31.22,
1,91,105.2,19,651:658,31.22,
3,86,105.0,19,728:736,31.22,
4,84,105.0,19,755,31.22,
5,81,105.0,19,801,31.22,23.62
6,79,105.0,19,777,31.22,23.62
7,78,105.2,19,773:765,31.22,23.62
9,80,105.2,19,712,31.22,23.62
10,84,105.2,19,689:660,31.22,22.44
11,87,105.2,19,643,31.22,22.44
12,92,105.2,19,629:638,31.22,22.44
13,94,105.2,19,620:629,31.22,22.44
15,95,105.4,19,541:598:736,31.22,22.83
18,96,105.4,19,509,31.22,22.83
19,98,105.4,19,630:603,31.22,22.83
20,99,105.4,19,589:572,31.22,22.83
21,101,105.4,19,583,31.22,22.83
22,104,105.4,19,574:575,31.22,22.83
23,104,105.4,19,582,31.22,22.83
24,103,105.4,19,582:573:578,31.22,21.91
25,104,105.4,19,572,31.22,21.91
26,105,105.4,19,572:574,31.22,21.91
29,106,105.2,19,555,31.22,21.91
30,107,105.2,19,570:547,31.22,20.91
31,108,105.2,19,555:556,31.22,20.91
33,109,105.2,19,551:554,31.22,20.91
36,110,105.2,19,545:541,31.22,22.99
40,111,105.2,19,479:588,31.22,23.99
42,113,105.2,19,463:601,31.22,23.99
44,114,105.2,19,527:532,31.22,23.99
45,113,105.2,19,532:522,31.22,23.87
48,114,105.2,19,529:527,31.22,23.87
50,115,105.2,19,1042,31.22,25.36
53,116,105.2,19,518:508,31.22,25.36
55,117,105.0,19,503:509,31.22,27.53
56,118,105.0,19,504:513,31.22,27.53
58,120,104.8,19,497:500,31.22,27.53
61,121,104.8,19,490:501,31.22,27.8
62,122,104.8,19,486:495:492,31.22,27.8
64,123,104.8,19,488:488,31.22,28.38
69,124,104.8,19,486:490,31.22,29.15
75,123,105.0,19,469:488,31.22,29.28
76,124,105.0,19,474:486,31.22,29.28
78,125,105.0,19,954:499,31.22,29.28
79,124,105.0,19,479:483:481,31.22,28.18
81,125,105.0,19,479:481,31.22,28.18
84,126,105.0,19,476:488,31.22,29.02
86,125,104.8,19,485:453:497,31.22,29.02
90,126,104.8,19,476:479,31.22,28.4
93,127,104.8,19,479:474,31.22,28.4
94,126,104.8,19,483:472:479,31.22,28.78
102,127,104.6,19,945,31.22,30.21
103,126,104.6,19,479:467:477,31.22,30.21
106,127,104.6,19,474:472,31.22,30.77
109,128,104.4,19,472:462,31.22,30.77
110,127,104.4,19,479:476,31.22,30.75
111,126,104.4,19,470:476,31.22,30.75
113,127,104.4,19,465:472,31.22,30.75
116,128,104.6,19,479:455,31.22,30.34
117,127,104.8,19,474:476,31.22,30.34
118,128,104.8,19,465:467,31.22,30.34
119,129,104.8,19,481:462:465,31.22,30.46
120,128,104.8,19,472:469,31.22,30.46
123,129,104.8,19,467:472,31.22,30.46
124,128,105.0,19,470:467,31.22,30.46
137,128,105.2,19,472:474,31.22,31.81
139,129,105.2,19,467:465,31.22,31.81
142,128,105.2,19,467:469:467,31.22,32.23
145,129,105.2,18,460:465,31.22,32.9
147,130,105.2,18,469:460,31.22,32.9
148,129,105.2,18,469:463,31.22,32.9
152,128,105.2,18,460:472,31.22,32.17
153,129,105.2,18,462:462,31.22,32.17
155,128,105.2,18,460:469:465,31.22,31.68
157,129,105.2,18,465:460,31.22,31.68
158,128,105.2,18,474:474,31.22,31.68
160,129,105.2,18,465:465,31.22,30.96
161,128,105.2,18,469:469:467,31.22,30.96
162,129,105.2,18,465:477,31.22,30.96
165,127,105.2,18,483:476,31.22,29.7
166,128,105.2,18,463:465,31.22,29.7
176,129,105.2,18,462:470,31.22,28.68
178,128,105.0,18,470:469,31.22,28.68
181,129,105.0,18,465:465,31.22,28.57
183,128,105.0,18,935:469,31.22,28.57
185,129,105.0,18,465:467,31.22,28.1
186,128,105.0,18,467:465,31.22,28.1
187,129,105.0,18,462:462,31.22,28.1
193,130,105.2,18,465:463,31.22,27.39
194,129,105.2,18,474:469,31.22,27.71
195,128,105.2,18,470:462,31.22,27.71
196,129,105.2,18,930:465,31.22,27.71
199,130,105.2,18,453:479,31.22,27.92
201,129,105.2,18,465:458,31.22,27.92
202,130,105.2,18,462:453,31.22,27.92
203,131,105.2,18,458:449,31.22,27.92
211,132,105.2,18,453:462,31.22,29.99
212,130,105.4,18,469:453,31.22,29.99
214,129,105.4,18,465:465,31.22,32.2
215,130,105.4,18,456:460,31.22,32.2
221,129,105.4,18,465:476:453,31.22,33.28
225,130,105.4,18,460:463,31.22,32.42
227,129,105.4,18,469:919,31.22,32.42
228,130,105.4,18,463:460,31.22,32.42
231,129,105.4,18,465:460,31.22,31.06
233,131,105.4,18,453:455,31.22,31.06
240,132,105.2,18,453:462,31.22,33.23
241,131,105.2,18,456:462:453,31.22,33.23
242,130,105.2,18,462:467,31.22,33.23
243,131,105.2,18,451:456:460,31.22,33.23
248,134,105.4,18,437:442:512,31.22,34.35
251,130,105.6,18,467:467:463,31.22,34.71
252,129,105.6,18,469:465,31.22,34.71
255,130,105.6,18,467:458,31.22,32.98
257,129,105.6,18,469:462,31.22,32.98
259,128,105.6,18,472:469:458:469,31.22,33.8
262,129,105.6,18,460:465,31.22,33.8
263,130,105.6,18,474:460:455,31.22,33.8
265,129,105.6,18,465:460,31.22,35.13
266,130,105.6,18,463:458,31.22,35.13
273,131,105.4,18,451,31.22,36.41
275,132,105.4,18,453:458:448,31.22,34.51
277,131,105.6,18,460:455,31.22,34.51
283,132,105.6,18,453:451,31.22,33.64
284,131,105.6,18,460:472,31.22,32.66
288,132,105.6,19,456:465,31.22,32.66
289,131,105.6,19,456:458,31.22,32.4
298,130,105.6,19,462:462,31.22,32.23
300,131,105.6,19,470:451,31.22,32.12
302,130,105.6,19,462:465,31.22,32.12
303,131,105.6,19,456:456:462,31.22,32.12
304,132,105.6,19,453:449,31.22,32.04
305,131,105.6,19,460:465,31.22,32.04
314,130,105.8,19,456:462,31.22,33.92
315,131,105.8,19,449:460,31.22,33.92
320,132,105.8,19,455:453:469,31.22,33.64
321,131,105.8,19,912,31.22,33.64
323,132,105.8,19,453:453,31.22,33.64
325,131,105.8,19,458:451,31.22,34.63
326,132,105.8,19,453:458,31.22,34.63
331,133,105.8,19,451:458,31.22,32.93
334,132,105.6,19,456:449:456,31.22,34.16
335,133,105.6,19,449:448,31.22,34.16
336,132,105.6,19,456:458,31.22,34.16
338,133,105.4,19,453:449,31.22,34.16
339,132,105.4,19,455:456,31.22,34.16
342,131,105.4,19,465:458:460,31.22,35.37
347,132,105.4,19,451:453,31.22,36.57
353,131,105.8,19,460:1828:458,31.22,35.01
359,132,105.6,19,455:453:458,31.22,34.59
360,131,105.6,19,458:453,31.22,34.59
362,132,105.6,19,451:453,31.22,34.59
363,131,105.6,19,460:460,31.22,34.59
365,130,105.8,19,460:460,31.22,36.05
371,131,105.8,19,453:455,31.22,35.45
372,132,105.8,19,483:449,31.22,35.45
374,131,105.8,19,456:479,31.22,34.26
375,128,105.8,19,517:453,31.22,34.26
376,129,105.8,19,462:456,31.22,34.26
377,131,105.8,19,453:460:458,31.22,34.26
380,130,105.6,19,460:460,31.22,35.44
386,129,105.6,19,467:462,31.22,33.07
387,130,105.6,19,458:456,31.22,33.07
388,131,105.6,19,465:458,31.22,33.07
392,130,105.6,19,463:462,31.22,31.89
395,131,105.6,19,458:456,31.22,30.31
405,130,105.8,19,465:462:460,31.22,32.24
407,131,105.8,19,456:455,31.22,32.24
409,132,105.8,19,902,31.22,33.3
410,133,105.8,19,460:451:453,31.22,33.3
411,132,105.8,19,453:453,31.22,33.3
414,133,105.8,19,453:451,31.22,34.4
416,132,105.8,19,912:453,31.22,34.4
424,133,105.6,19,456:449:451,31.22,32.48
426,134,105.8,19,451:442,31.22,32.48
429,133,105.8,19,451:442,31.22,32.48
430,132,105.8,19,455:456:449,31.22,31.5
431,133,105.8,19,451:453,31.22,31.5
432,132,105.8,19,453:451,31.22,31.5
434,133,105.8,19,451:458,31.22,31.5
438,132,105.8,19,455:448:455,31.22,30.84
440,133,105.8,19,451:451,31.22,31.19
449,132,105.8,19,455:453,31.22,31.81
461,133,105.6,19,448:455,31.22,31.56
462,132,105.6,19,453:453,31.22,31.56
463,133,105.4,19,902,31.22,31.56
470,132,105.8,19,453:449,31.22,30.95
471,133,105.8,19,451:458,31.22,30.95
473,134,105.8,19,446:446,31.22,30.95
475,133,105.8,19,458:446,31.22,32.45
478,132,105.8,19,902:456,31.22,32.45
481,133,105.8,19,444:449,31.22,32.26
484,135,105.8,19,448:442:441,31.22,34.1
485,133,105.8,19,456:456,31.22,34.1
492,134,105.8,19,444:449,31.22,35.33
495,135,105.8,19,441:446:446,31.22,34.97
497,134,105.6,19,451:455,31.22,34.97
503,135,105.4,19,444:442:442,31.22,34.34
505,134,105.4,19,449:446,31.22,34.7
509,135,105.6,19,892,31.22,35.73
510,134,105.6,19,442:449,31.22,35.73
520,135,105.4,19,437:442:442,31.22,35.56
531,134,105.8,19,446:446,31.22,35.88
533,133,105.8,19,448:451:451,31.22,35.88
538,134,105.8,19,444:446,31.22,36.13
541,135,105.6,19,442:889,31.22,36.29
543,134,105.6,19,446:446,31.22,36.29
546,133,105.6,19,442:455:455,31.22,35.61
548,134,105.6,19,449:446,31.22,35.61
554,135,105.6,19,444:441,31.22,36.82
556,134,105.6,19,455:446,31.22,36.82
558,133,105.6,19,456:439:451,31.22,36.82
560,134,105.6,19,446:446,31.22,37.14
563,135,105.6,19,444:437:448,31.22,37.14
564,134,105.6,19,449:444,31.22,37.36
565,135,105.6,19,446:444,31.22,37.36
567,134,105.6,19,446:442:448,31.22,37.36
568,135,105.6,19,441:444,31.22,37.36
571,134,105.6,19,446,31.22,37.5
575,133,105.4,19,449:449:442,31.22,37.21
576,134,105.4,19,446:446,31.22,37.21
580,135,105.4,19,441:444,31.22,37.8
583,133,105.4,19,456:453,31.22,37.8
584,134,105.4,19,444:448:449,31.22,38.19
588,135,105.4,19,444,31.22,38.19
596,134,105.4,19,451:449:439,31.22,37.44
599,135,105.4,19,444,31.22,37.44
610,134,105.4,19,449:451,31.22,36.99
611,133,105.4,19,446:449,31.22,36.99
613,134,105.4,19,446:449:444,31.22,36.99
617,133,105.4,19,451:448,31.22,37.65
619,134,105.4,19,444:453,31.22,38.09
620,135,105.4,19,444:442:448,31.22,38.09
621,134,105.4,19,451:435,31.22,38.09
622,135,105.4,19,446:446,31.22,38.09
632,136,105.4,19,444:439,31.22,37.92
638,135,105.2,19,441:444,31.22,36.31
645,136,105.4,19,441:441:444,31.22,36.74
647,137,105.4,19,437:442,31.22,36.74
648,136,105.4,19,444:442,31.22,36.74
649,135,105.4,19,449:442:439,31.22,36.7
654,136,105.4,19,442:435,31.22,37.06
655,134,105.4,19,451:451,31.22,37.06
656,135,105.4,19,441:444:444,31.22,37.06
660,134,105.4,19,446:449:437,31.22,36.91
661,136,105.4,19,439:444,31.22,36.91
662,135,105.4,19,444:444,31.22,36.91
667,134,105.4,19,448:444:446,31.22,37.21
668,135,105.4,19,444:453:444,31.22,37.21
671,134,105.4,19,451:449,31.22,37.4
676,135,105.4,19,441:446,31.22,36.74
680,134,105.4,19,1350:442,31.22,37.09
681,133,105.4,19,449:453,31.22,37.09
682,135,105.4,19,441:442:446,31.22,37.09
684,134,105.4,19,446:449:474,31.22,35.36
694,133,105.4,19,451:444:451,31.22,37.5
695,134,105.4,19,444:449,31.22,37.5
700,133,105.4,19,449:451,31.22,36.81
703,134,105.4,19,453:449,31.22,36.81
704,133,105.4,19,449:442,31.22,35.17
705,135,105.4,19,446:439,31.22,35.17
708,134,105.4,19,448:441,31.22,35.17
709,135,105.4,19,446:442,31.22,33.29
711,136,105.4,19,442:451:432,31.22,33.29
712,135,105.4,19,444:446,31.22,33.29
714,134,105.2,19,449:449,31.22,33.29
716,133,105.2,19,453:894,31.22,34.79
717,134,105.2,19,446:453,31.22,34.79
725,133,105.2,19,451:451,31.22,36.85
732,134,105.2,19,446,31.22,37.56
736,135,105.2,19,444:449:435,31.22,36.85
740,136,105.4,19,442:437:439,31.22,36.77
742,135,105.4,19,441:444,31.22,36.77
745,136,105.4,19,442:437:441,31.22,35.93
755,138,105.2,19,435:435:441,31.22,36.18
756,137,105.2,19,437:439,31.22,36.18
761,136,105.4,19,1312:439:439,31.22,37.11
763,137,105.4,19,437:437:441,31.22,37.11
766,139,105.4,19,430:430,31.22,36.55
769,137,105.2,19,439:439,31.22,36.55
773,136,105.2,19,444:437,31.22,34.21
774,137,105.0,19,435:442:437,31.22,33.04
783,136,105.4,19,437:446,31.22,33.84
785,137,105.4,19,437:439,31.22,33.97
787,136,105.4,19,1324:441,31.22,33.97
792,135,105.4,19,444:442:444,31.22,34.85
797,136,105.4,19,441:442:442,31.22,35.05
799,135,105.4,19,444:446:441,31.22,36.35
800,136,105.4,19,433:444,31.22,36.35
801,135,105.4,19,446:441,31.22,36.35
808,134,105.4,19,446:449:444,31.22,35.26
811,133,105.4,19,451:446,31.22,35.71
812,134,105.4,19,444:446,31.22,35.71
815,135,105.4,19,442:444:446,31.22,36.8
820,134,105.4,19,448:449:444,31.22,37.52
821,135,105.4,19,439:449,31.22,37.52
826,136,105.4,19,435:448,31.22,38.01
827,135,105.4,19,446:435,31.22,38.01
828,136,105.4,19,439:444,31.22,38.01
835,135,105.4,19,446:442:432,31.22,37.49
836,136,105.4,19,442:446,31.22,37.49
837,135,105.4,19,446:441,31.22,37.49
843,136,105.4,19,442:444,31.22,35.62
844,135,105.4,19,449:435:442,31.22,35.56
845,136,105.4,19,441:441,31.22,35.56
849,137,105.2,19,433:437,31.22,35.56
851,136,105.2,19,448:437:444,31.22,34.73
852,137,105.2,19,435:432,31.22,34.73
853,138,105.2,19,439:435,31.22,34.73
857,137,105.2,19,439:435,31.22,32.99
858,138,105.2,19,432:435:435,31.22,32.99
862,137,105.2,19,884:437,31.22,32.23
863,136,105.4,19,442:444,31.22,32.23
865,135,105.4,19,446:430,31.22,33.69
867,136,105.4,19,439:437,31.22,33.69
872,135,105.4,19,442:442,31.22,34.66
874,136,105.4,19,432:439,31.22,34.92
879,137,105.2,19,874:439,31.22,34.7
884,138,105.2,19,437:435,31.22,34.55
886,137,105.2,19,875:873,31.22,34.55
890,138,105.4,19,433:874,31.22,34.84
891,136,105.4,19,444:432,31.22,34.84
892,138,105.4,19,435:437,31.22,34.84
893,137,105.4,19,439:441,31.22,34.84
900,138,105.4,19,432:437:430,31.22,33.59
901,137,105.4,19,444:441,31.22,33.59
903,138,105.2,19,432:437,31.22,33.59
904,137,105.2,19,437:435:437,31.22,33.42
909,138,105.2,19,430:437,31.22,33.7
912,137,105.2,19,439:432,31.22,33.7
917,135,105.2,19,444:442:442,31.22,34.67
918,136,105.2,19,439:437:451,31.22,34.67
919,135,105.2,19,446:442,31.22,36.1
927,137,105.2,19,437:435:437,31.22,35.09
928,138,105.2,19,432:433:439,31.22,35.09
929,137,105.2,19,442:437,31.22,33.24
932,136,105.2,19,442:435:441,31.22,33.24
935,137,105.2,19,439:437,31.22,33.57
937,136,105.2,19,442:439,31.22,33.57
939,137,105.2,19,879,31.22,33.57
940,136,105.2,19,441:439,31.22,33.4
942,135,105.2,19,446:444,31.22,33.4
943,136,105.2,19,437:435,31.22,33.4
944,137,105.2,19,437:442,31.22,33.4
947,136,105.2,19,446:442,31.22,33.29
948,135,105.2,19,446:439,31.22,33.29
949,134,105.0,19,1353,31.22,32.43
950,133,105.0,19,451:460,31.22,32.43
951,131,105.0,19,458:462,31.22,32.43
952,130,105.0,19,462:462,31.22,32.43
953,129,105.0,19,467:474,31.22,32.43
955,128,105.0,19,469:467,31.22,32.64
961,127,105.0,19,474:476:472,31.22,31.21
962,126,105.0,19,476:477,31.22,31.21
965,124,105.0,19,479:486:485,31.22,31.44
969,122,105.0,19,495:504,31.22,30.4
970,119,105.0,19,509:509,31.22,30.4
971,118,105.0,19,507:509,31.22,30.4
973,120,105.0,19,497:495,31.22,30.4
974,121,105.0,19,500:485,31.22,31.69
976,122,105.0,19,978:488,31.22,31.69
977,123,105.0,19,490:488,31.22,31.69
978,122,105.0,19,490:490,31.22,31.69
983,123,104.8,19,488:483,31.22,32.54
986,124,105.0,19,481:481:476,31.22,33.9
988,126,105.0,19,474:481:465,31.22,33.9
989,127,105.0,19,474:470,31.22,33.62
991,128,105.0,19,463:472,31.22,33.62
992,129,105.0,19,462:462,31.22,33.62
994,130,105.0,19,465:460:462,31.22,33.44
996,131,105.0,19,455:460,31.22,33.44
998,132,105.0,19,449:456:453,31.22,33.44
1001,133,105.0,19,448:451,31.22,33.31
1003,132,105.0,19,910:442,31.22,33.31
1004,134,105.0,19,446:441:449,31.22,32.84
1005,135,105.0,19,442:446,31.22,32.84
1006,136,105.0,19,439:439,31.22,32.84
1011,137,105.0,19,870,31.22,34.1
1012,138,105.0,19,432:435,31.22,34.1
1014,137,105.2,19,437:437:432,31.22,32.57
1015,138,105.2,19,437:433,31.22,32.57
1018,139,105.2,19,430:430:432,31.22,32.57
1019,140,105.2,19,421:426,31.22,32.74
1020,141,105.2,19,423:435,31.22,32.74
1023,142,105.2,19,421:421,31.22,32.74
1028,143,105.2,19,418:412:423,31.22,34.03
1030,144,105.2,19,1251:418,31.22,33.31
1031,143,105.2,19,421:418:414,31.22,33.31
1032,144,105.2,19,419:411,31.22,33.31
1033,145,105.2,19,421:411,31.22,33.31
1034,144,105.2,19,418:418:418,31.22,34.02
1036,145,105.2,19,412:416:412,31.22,34.02
1038,146,105.2,19,416:407,31.22,34.02
1044,147,105.0,19,407:409,31.22,34.41
1045,146,105.0,19,412:412:411,31.22,34.41
1046,147,105.0,19,407:405,31.22,34.41
1047,146,105.0,19,409:409:409,31.22,34.41
1049,147,105.0,19,402:407,31.22,34.41
1053,148,105.0,19,404:405,31.22,35.93
1054,147,105.0,19,407:407:404,31.22,34.98
1055,148,105.0,19,409:404,31.22,34.98
1065,149,105.0,19,400:400,31.22,33.65
1074,150,105.0,19,404:398:400,31.22,33.72
1075,149,105.0,19,400:402,31.22,33.72
1076,150,105.0,19,397:402:395:409,31.22,33.72
1077,148,105.0,19,407:386,31.22,33.72
1078,150,105.0,19,397:398,31.22,33.72
1081,151,105.2,19,395:1983,31.22,35.08
1084,152,105.2,19,397:393,31.22,35.08
1085,151,105.2,19,397:395:389,31.22,35.2
1086,152,105.2,19,398:391,31.22,35.2
1087,151,105.2,19,398:395,31.22,35.2
1088,152,105.2,19,788:395,31.22,35.2
1092,151,105.0,19,398:405:393,31.22,36.06
1093,152,105.0,19,395:395,31.22,36.06
1096,151,105.0,19,397:395:397,31.22,35.46
1102,152,105.2,19,384:398:393,31.22,36.24
1104,153,105.2,19,391:397,31.22,36.24
1105,152,105.2,19,393:395:388,31.22,36.36
1106,153,105.2,19,393:398:388,31.22,36.36
1109,152,105.2,19,395:393:400,31.22,35.66
1110,153,105.2,19,391:388,31.22,35.66
1111,154,105.2,19,398:389:391,31.22,35.66
1114,153,105.2,19,393:783,31.22,35.66
1115,152,105.2,19,398:388:395,31.22,36.76
1117,153,105.2,19,391:393:393,31.22,36.76
1119,152,105.2,19,395:393:388,31.22,37.5
1120,153,105.2,19,391:393,31.22,37.5
1122,154,105.2,19,779:397:388,31.22,37.5
1124,153,105.2,19,391:391,31.22,37.5
1125,154,105.2,19,391:397:391:391,31.22,37.99
1128,153,105.0,19,393:391,31.22,37.99
1131,154,105.0,19,391:391:388,31.22,38.32
1132,155,105.2,19,386:393,31.22,38.32
1133,154,105.2,19,388:397:389,31.22,38.32
1136,153,105.2,19,393:774,31.22,37.75
1141,154,105.2,19,1164,31.22,36.58
1147,155,105.2,19,776:388,31.22,35.8
1148,154,105.2,19,395:391,31.22,35.8
1149,155,105.2,19,388:386:393,31.22,34.5
1150,153,105.2,19,391:395,31.22,34.5
1151,154,105.2,19,388:388:391,31.22,34.5
1154,155,105.2,19,388:388:381,31.22,35.2
1155,154,105.2,19,398:391,31.22,35.2
1159,153,105.2,19,393:393:379,31.22,35.28
1160,155,105.2,19,384:386,31.22,35.28
1163,156,105.2,19,381:384:391,31.22,35.28
1164,154,105.2,19,395:384,31.22,35.28
1165,155,105.2,19,386:393:388,31.22,37.3
1167,154,105.2,19,777,31.22,37.3
1168,155,105.2,19,388,31.22,37.3
1169,154,105.2,19,1564,31.22,37.86
1170,153,105.2,19,393:391:395,31.22,37.86
1172,154,105.2,19,389:391:384,31.22,37.86
1173,155,105.2,19,400:386,31.22,37.86
1174,154,105.2,19,388:393:388,31.22,36.26
1175,155,105.2,19,386:388,31.22,36.26
1176,154,105.2,19,778:402:377,31.22,36.26
1180,155,105.2,19,386:389:384,31.22,35.98
1185,154,105.0,19,388:397,31.22,35.01
1186,155,105.0,19,386:386:393,31.22,35.01
1187,154,105.0,19,391:388,31.22,35.01
1190,155,105.0,19,386:397:386,31.22,36.33
1191,154,105.0,19,388:393:384,31.22,36.33
1193,155,105.0,19,400:381,31.22,36.33
1198,153,105.2,19,395:381,31.22,36.82
1199,154,105.2,19,781:386,31.22,35.57
1201,154,105.4,19,384:395:389,31.22,35.57
1203,155,105.4,19,386:388:386,31.22,35.57
1204,154,105.4,19,395:393,31.22,36.31
1207,153,105.4,19,400:393:391,31.22,36.31
1208,152,105.4,19,393:398:395,31.22,36.31
1209,151,105.4,19,388:398,31.22,37.59
1210,152,105.4,19,395:395:391,31.22,37.59
1211,153,105.4,19,393:398,31.22,37.59
1212,152,105.4,19,393:397:386,31.22,37.59
1214,153,105.4,19,395:777,31.22,36.87
1215,154,105.4,19,400:391,31.22,36.87
1216,152,105.4,19,395:393:395,31.22,36.87
1217,151,105.4,19,397:397,31.22,36.87
1220,153,105.4,19,389:395:397,31.22,36.39
1221,151,105.4,19,398:398,31.22,36.39
1225,150,105.2,19,404:400:398,31.22,35.68
1227,149,105.2,19,404:404,31.22,35.68
1228,150,105.2,19,398:395:402,31.22,35.68
1229,149,105.2,19,405:400,31.22,35.2
1230,150,105.2,19,400:796,31.22,35.2
1232,149,105.2,19,402:402:409,31.22,35.2
1237,148,105.2,19,411:409,31.22,34.49
1238,147,105.2,19,407:405,31.22,34.49
1239,146,105.2,19,416:412:414,31.22,34.8
1240,145,106.2,19,411:414:416,31.22,34.8
1241,144,106.4,19,414:418,31.22,34.8
1242,143,106.6,19,416:421:421,31.22,34.8
1243,142,106.8,19,421:425,31.22,34.8
1246,141,106.0,19,428:425:428,31.22,34.22
1247,140,105.8,19,428:425,31.22,34.22
1249,139,105.6,19,430:430,31.22,34.22
1252,138,105.4,19,435:435,31.22,33.45
1253,137,105.4,19,437:441:444,31.22,33.45
1254,135,105.4,19,446:442,31.22,33.32
1255,134,105.2,19,446:451,31.22,33.32
1256,132,105.2,19,453:460:456,31.22,33.32
1257,131,105.2,19,458:462,31.22,33.32
1258,130,105.2,19,458:465,31.22,33.32
1262,131,105.2,19,917:916:456,31.22,33.24
1265,132,105.2,19,453:462,31.22,32.0
1266,130,105.2,19,460:463,31.22,32.0
1269,131,105.2,19,458:455:451,31.22,30.78
1270,132,105.2,19,451:453,31.22,30.78
1273,133,105.2,19,439:458:446,31.22,30.78
1274,132,105.2,19,456:456,31.22,30.36
1276,130,105.0,19,463:467,31.22,30.36
1277,129,105.0,19,929,31.22,30.36
1282,130,105.0,19,458:462,31.22,29.3
1284,129,105.2,19,467:474,31.22,29.3
1285,128,105.2,19,469:442,31.22,29.77
1286,131,105.2,19,456:453:455,31.22,29.77
1287,132,105.2,19,455:453,31.22,29.77
1291,133,105.4,19,453:451,31.22,31.65
1293,132,105.2,19,897,31.22,31.65
1294,133,105.2,19,453:451,31.22,31.65
1295,134,105.2,19,444:448:449,31.22,33.31
1298,135,105.4,19,437:446,31.22,33.31
1299,136,105.4,19,439:449:439,31.22,34.41
1300,137,105.4,19,437:433,31.22,34.41
1301,138,105.4,19,437:432,31.22,34.41
1303,139,105.4,19,423:432:432,31.22,34.41
1305,140,105.4,19,1281:425,31.22,35.54
1307,142,105.4,19,423:418:432,31.22,35.54
1311,143,105.4,19,416:425:412,31.22,34.32
1314,144,105.2,19,411:419,31.22,33.9
1317,145,105.2,19,409:412,31.22,33.9
