time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,respiration,PercentageinZ2
1055,312,78,127,10109.65,10.189,19,38,470:476,37.0,27.38,0.11821044
1056,308,80,127,10119.88,10.189,19,37,474:469:469,37.0,27.38,0.11821044
1057,305,81,128,10130.02,10.189,19,36,467:476,37.0,27.38,0.11821044
1058,308,79,127,10140.21,10.189,19,37,952,37.0,27.38,0.11821044
1059,310,79,126,10150.41,10.189,19,37,474:474,37.0,27.38,0.11821044
1060,307,82,126,10160.59,10.189,19,36,479:476,37.0,28.1,0.11821044
1061,304,81,126,10170.79,10.189,19,36,472:479:477,37.0,28.1,0.11821044
1062,307,81,126,10180.97,10.189,19,36,474,37.0,28.1,0.11821044
1063,306,81,126,10191.16,10.189,19,36,474:474:479,37.0,28.1,0.11821044
1064,309,81,126,10201.35,10.189,19,36,479,37.0,28.1,0.11821044
1065,308,81,126,10211.54,10.189,19,36,477:474:472,37.0,28.18,0.11821044
1066,308,81,126,10221.73,10.189,19,36,476:476,37.0,28.18,0.11821044
1067,309,82,127,10231.93,10.189,19,36,472:472,37.0,28.18,0.11821044
1068,305,84,127,10242.1,10.189,19,35,472:474,37.0,28.18,0.11821044
1069,307,82,127,10252.29,10.189,19,36,474:472,37.0,28.18,0.11821044
1070,308,82,127,10262.48,10.189,19,36,469:474,37.0,27.84,0.11821044
1071,306,82,127,10272.67,10.189,19,36,472:472,37.0,27.84,0.11821044
1072,309,82,127,10282.86,10.189,19,36,474:470,37.0,27.84,0.11821044
1073,310,84,128,10293.05,10.189,19,35,933,37.0,27.84,0.11821044
1074,307,85,128,10303.24,10.189,19,34,939:472,37.0,27.84,0.11821044
1075,305,83,127,10313.43,10.189,19,35,472:472,37.0,26.83,0.11821044
1076,306,83,127,10323.62,10.189,19,35,467:474,37.0,26.83,0.11821044
1077,308,83,127,10333.81,10.189,19,35,474:472,37.0,26.83,0.11821044
1078,306,84,127,10344.0,10.189,19,35,470:469,37.0,26.83,0.11821044
1079,308,82,127,10354.19,10.189,19,36,474:474,37.0,26.83,0.11821044
1080,307,82,127,10364.38,10.189,19,36,470:469:476,37.0,27.73,0.11821044
1081,304,82,126,10374.58,10.189,19,35,476:474,37.0,27.73,0.11821044
1082,302,81,126,10384.76,10.189,19,36,474:472,37.0,27.73,0.11834164
1083,308,79,126,10394.96,10.189,19,37,477:476,37.0,27.73,0.11834164
1084,313,79,126,10405.13,10.189,19,38,474:474,37.0,27.73,0.11834164
1085,311,82,126,10415.32,10.189,19,36,476:474,37.0,27.54,0.11834164
1086,304,85,127,10425.51,10.189,19,34,472:472,37.0,27.54,0.11834164
1087,302,83,127,10435.7,10.189,19,35,476:474,37.0,27.54,0.118472844
1088,306,82,127,10445.89,10.189,19,36,470:470,37.0,27.54,0.118472844
1089,306,80,127,10456.08,10.189,19,37,469:474:474,37.0,28.2,0.118472844
1090,305,79,127,10466.27,10.189,19,37,474:469,37.0,28.2,0.118472844
1091,308,78,126,10476.47,10.189,19,38,479:479,37.0,28.2,0.118472844
1092,307,79,126,10486.65,10.189,19,37,476:479,37.0,28.2,0.118472844
1093,306,79,125,10496.84,10.189,19,37,479:479,37.0,28.2,0.118472844
1094,309,80,125,10507.04,10.189,19,37,476:479,37.0,28.2,0.118472844
1095,307,81,125,10517.22,10.189,19,36,479:477,37.0,29.04,0.118472844
1096,310,81,125,10527.41,10.189,19,37,479:479,37.0,29.04,0.118472844
1097,305,83,125,10537.6,10.189,19,35,474:476,37.0,29.04,0.118472844
1098,304,83,125,10547.78,10.189,19,35,479:481,37.0,29.04,0.118472844
1099,310,81,125,10557.97,10.189,19,37,479:477,37.0,29.04,0.118472844
1100,308,82,125,10568.16,10.189,19,36,476:479,37.0,28.02,0.118472844
1101,305,82,126,10578.35,10.189,19,36,479:476:474,37.0,28.02,0.118472844
1102,310,82,126,10588.54,10.189,19,36,479:479,37.0,28.02,0.118472844
1103,310,82,126,10598.73,10.189,19,36,477:474,37.0,28.02,0.118472844
1104,304,84,126,10608.92,10.189,19,35,,37.0,28.02,0.118472844
1105,305,82,126,10619.12,10.189,19,36,952:479:477,37.0,27.34,0.118472844
1106,305,80,126,10629.3,10.189,19,36,476:472,37.0,27.34,0.118472844
1107,306,79,126,10639.49,10.189,19,37,476:477,37.0,27.34,0.118472844
1108,313,81,126,10649.68,10.189,19,37,474:472:476,37.0,27.34,0.118472844
1109,305,82,126,10659.87,10.189,19,36,477:474,37.0,27.28,0.118472844
1110,304,82,127,10670.06,10.189,19,35,472:469,37.0,27.28,0.118472844
1111,307,80,126,10680.28,10.189,19,37,477:477,37.0,27.28,0.118472844
1112,306,80,126,10690.46,10.189,19,37,479:476,37.0,27.28,0.118472844
1113,307,81,126,10700.62,10.189,19,36,477:476,37.0,27.28,0.118472844
1114,308,81,125,10710.81,10.189,19,36,483:481,37.0,27.28,0.118472844
1115,308,81,125,10721.0,10.189,19,36,476,37.0,26.85,0.118472844
1116,309,82,125,10731.19,10.189,19,36,477:479:479,37.0,26.85,0.118472844
1117,305,83,125,10741.38,10.189,19,35,481:476,37.0,26.85,0.118472844
1118,308,83,126,10751.57,10.189,19,35,474:474,37.0,26.85,0.118472844
1119,308,83,126,10761.76,10.189,19,35,477:477,37.0,26.85,0.118472844
1120,306,83,126,10771.95,10.189,19,35,476:472,37.0,26.16,0.118472844
1121,308,82,127,10782.16,10.189,19,36,474:476:474,37.0,26.16,0.118472844
1122,307,83,127,10792.33,10.189,19,35,467:472,37.0,26.16,0.118472844
1123,307,83,127,10802.52,10.189,19,35,474:476,37.0,26.16,0.118472844
1124,307,83,127,10812.71,10.189,19,35,474:472,37.0,26.16,0.118472844
1125,306,83,127,10822.9,10.189,19,35,472:470,37.0,26.1,0.118472844
1126,307,82,127,10833.09,10.189,19,36,476:476,37.0,26.1,0.118472844
1127,307,82,127,10843.28,10.189,19,36,474:469,37.0,26.1,0.118472844
1128,306,81,126,10853.47,10.189,19,36,477:476,37.0,26.1,0.118472844
1129,307,82,127,10863.67,10.189,19,36,470:474:469,37.0,26.06,0.118472844
1130,307,81,126,10873.84,10.189,19,36,477:477,37.0,26.06,0.118472844
1131,306,81,126,10884.03,10.189,19,36,476:474,37.0,26.06,0.118472844
1132,309,80,126,10894.22,10.189,19,37,474:479,37.0,26.06,0.118472844
1133,311,82,126,10904.41,10.189,19,36,476:474,37.0,26.06,0.118472844
1134,303,84,127,10914.61,10.189,19,34,469:479,37.0,26.06,0.11860404
1135,308,83,126,10924.79,10.189,19,35,476,37.0,26.43,0.11860404
1136,307,83,126,10934.98,10.189,19,35,474:472:474,37.0,26.43,0.11860404
1137,307,84,127,10945.17,10.189,19,35,474:469,37.0,26.43,0.11860404
1138,309,84,127,10955.36,10.189,19,35,465:472:472,37.0,26.43,0.11860404
1139,309,86,127,10965.55,10.189,19,34,476:472,37.0,27.07,0.11860404
1140,306,86,127,10975.74,10.189,19,34,469:467,37.0,27.07,0.11860404
1141,306,85,128,10985.94,10.189,19,34,470:472,37.0,27.07,0.11860404
1142,304,84,127,10996.12,10.189,19,35,470:472,37.0,27.07,0.11860404
1143,305,83,128,11006.31,10.189,19,35,469:467,37.0,27.07,0.11860404
1144,308,82,128,11016.5,10.189,19,36,469:467,37.0,27.07,0.11860404
1145,308,83,129,11026.68,10.189,19,35,463:463:469,37.0,27.1,0.11860404
1146,302,83,128,11036.87,10.189,19,35,470:469,37.0,27.1,0.11873524
1147,304,80,128,11047.07,10.189,19,36,467:469,37.0,27.1,0.11873524
1148,307,80,128,11057.25,10.189,19,37,472,37.0,27.1,0.11873524
1149,310,80,127,11067.44,10.189,19,37,472:470:467,37.0,27.1,0.11873524
1150,307,82,128,11077.63,10.189,19,36,469:467,37.0,26.73,0.11873524
1151,304,81,127,11087.82,10.189,19,36,476:476,37.0,26.73,0.11873524
1152,308,80,126,11098.01,10.189,19,37,476:474,37.0,26.73,0.11873524
1153,313,83,127,11108.2,10.189,19,36,472:476,37.0,26.73,0.11873524
1154,305,85,126,11118.39,10.189,19,34,476:474:470,37.0,25.69,0.11873524
1155,302,83,127,11128.58,10.189,19,35,469:474,37.0,25.69,0.118866436
1156,307,81,127,11138.78,10.189,19,36,472:472,37.0,25.69,0.118866436
1157,308,81,128,11148.95,10.189,19,36,463:467,37.0,25.69,0.118866436
1158,305,81,128,11159.15,10.189,19,36,465:472,37.0,25.69,0.118866436
1159,304,79,127,11169.33,10.189,19,37,474:474,37.0,25.69,0.118866436
1160,311,80,127,11179.52,10.189,19,37,472:469,37.0,25.0,0.118866436
1161,309,82,127,11189.72,10.189,19,36,474:474,37.0,25.0,0.118866436
1162,310,84,127,11199.9,10.189,19,35,470:474:474,37.0,25.0,0.118866436
1163,308,84,127,11210.09,10.189,19,35,469:470,37.0,25.0,0.118866436
1164,304,84,127,11220.29,10.189,19,35,474:476,37.0,25.0,0.118866436
1165,305,84,126,11230.47,10.189,19,35,476:472,37.0,24.54,0.118866436
1166,307,81,127,11240.67,10.189,19,36,474,37.0,24.54,0.118866436
1167,304,80,127,11250.85,10.189,19,36,472:474,37.0,24.54,0.118866436
1168,306,79,126,11261.03,10.189,19,37,476:476:472,37.0,24.54,0.118866436
1169,311,78,126,11271.22,10.189,19,38,477:476,37.0,24.54,0.118866436
1170,313,81,127,11281.41,10.189,19,37,474:470:472,37.0,24.63,0.118866436
1171,306,85,127,11291.61,10.189,19,34,467:479,37.0,24.63,0.118866436
1172,303,84,126,11301.79,10.189,19,34,479:477,37.0,24.63,0.11899764
1173,306,81,126,11311.98,10.189,19,36,474:472,37.0,24.63,0.11899764
1174,310,81,126,11322.17,10.189,19,37,476:474,37.0,24.63,0.11899764
1175,306,82,127,11332.36,10.189,19,36,470:472,37.0,24.69,0.11899764
1176,304,81,126,11342.56,10.189,19,36,477:476,37.0,24.69,0.11899764
1177,308,80,126,11352.74,10.189,19,37,474:472,37.0,24.69,0.11899764
1178,307,81,126,11362.93,10.189,19,36,476:474,37.0,24.69,0.11899764
1179,308,81,126,11373.13,10.189,19,36,474:474,37.0,24.69,0.11899764
1180,310,82,127,11383.32,10.189,19,36,474:467:467,37.0,25.51,0.11899764
1181,307,83,128,11393.51,10.189,19,35,470,37.0,25.51,0.11899764
1182,304,82,127,11403.69,10.189,19,35,472:472:472,37.0,25.51,0.11899764
1183,306,82,127,11413.87,10.189,19,36,469:465,37.0,25.51,0.11899764
1184,306,80,127,11424.06,10.189,19,37,474:474,37.0,25.51,0.11899764
1185,309,81,127,11434.26,10.189,19,36,470:467,37.0,26.06,0.11899764
1186,310,81,127,11444.45,10.189,19,37,474:474,37.0,26.06,0.11899764
1187,307,81,127,11454.63,10.189,19,36,467:472:470,37.0,26.06,0.11899764
1188,309,84,127,11464.82,10.189,19,35,472:472,37.0,26.06,0.11899764
1189,306,84,127,11475.01,10.189,19,35,469:469,37.0,26.82,0.11899764
1190,304,84,128,11485.2,10.189,19,35,472:470,37.0,26.82,0.11899764
1191,306,82,128,11495.39,10.189,19,36,467:465,37.0,26.82,0.11899764
1192,306,82,128,11505.59,10.189,19,36,472:470,37.0,26.82,0.11899764
1193,309,82,128,11515.78,10.189,19,36,467:463,37.0,26.82,0.11899764
1194,309,83,128,11525.96,10.189,19,36,470:467,37.0,26.82,0.11899764
1195,308,84,128,11536.15,10.189,19,35,467:467,37.0,28.12,0.11899764
1196,301,81,128,11546.32,10.17,19,35,467:469:469,37.0,28.12,0.11912884
1197,307,79,128,11556.52,10.189,19,37,465:465,37.0,28.12,0.11912884
1198,309,80,128,11566.69,10.189,19,37,,37.0,28.12,0.11912884
1199,309,81,128,11576.89,10.189,19,36,469:941,37.0,28.12,0.11912884
1200,307,83,127,11587.07,10.189,19,35,469:472:470,37.0,28.59,0.11912884
1201,292,84,128,11597.26,10.189,19,33,467:467,37.0,28.59,0.119260035
1202,282,85,128,11607.45,10.189,19,32,469:476,37.0,28.59,0.11939123
1203,281,84,126,11617.64,10.189,19,32,476:476:472,37.0,28.59,0.11952244
1204,283,83,127,11627.83,10.189,19,33,474:476,37.0,28.51,0.119653635
1205,283,83,127,11638.03,10.189,19,33,472:469,37.0,28.51,0.11978483
1206,284,84,127,11648.22,10.189,19,32,474:472,37.0,28.51,0.11991603
1207,283,84,127,11658.4,10.189,19,32,469:467,37.0,28.51,0.120047234
1208,281,84,127,11668.59,10.189,19,32,474:476,37.0,28.51,0.12017843
1209,282,82,127,11678.78,10.189,19,33,472:470,37.0,28.51,0.12030963
1210,281,81,127,11688.98,10.189,19,33,465:474,37.0,29.24,0.120440826
1211,286,81,127,11699.15,10.189,19,34,474:470,37.0,29.24,0.12057203
1212,281,82,127,11709.34,10.189,19,33,472:469,37.0,29.24,0.12070323
1213,282,81,127,11719.53,10.189,19,33,474:476:474,37.0,29.24,0.120834425
1214,282,81,127,11729.73,10.189,19,33,469:472,37.0,28.94,0.12096562
1215,284,80,127,11739.91,10.189,19,34,472:469,37.0,28.94,0.12109683
1216,285,81,128,11750.1,10.189,19,34,469:470,37.0,28.94,0.121228024
1217,282,82,129,11760.29,10.189,19,33,460:462,37.0,28.94,0.12135922
1218,283,82,129,11770.48,10.189,19,33,467:467,37.0,28.94,0.12149042
1219,282,81,129,11780.67,10.189,19,33,465:465,37.0,28.94,0.12162162
1220,283,81,129,11790.86,10.189,19,33,458:467:465,37.0,27.56,0.12175282
1221,282,81,129,11801.05,10.189,19,33,462:458,37.0,27.56,0.12188402
1222,282,80,130,11811.25,10.189,19,34,462:460,37.0,27.56,0.122015215
1223,281,79,130,11821.43,10.189,19,34,458:460,37.0,27.56,0.12214642
1224,284,79,131,11831.61,10.189,19,34,435:460:458,37.0,27.43,0.12227762
1225,284,79,131,11841.81,10.189,19,34,455:483,37.0,27.43,0.122408815
1226,284,79,132,11851.99,10.189,19,34,451:430,37.0,27.43,0.12254002
1227,284,81,132,11862.18,10.189,19,33,456:481,37.0,27.43,0.12267122
1228,283,81,132,11872.37,10.189,19,33,451:449,37.0,27.43,0.122802414
1229,283,81,132,11882.56,10.189,19,33,455:455,37.0,27.43,0.12293361
1230,282,81,132,11892.75,10.189,19,33,453,37.0,27.73,0.123064816
1231,282,81,132,11902.95,10.189,19,33,899:456:458,37.0,27.73,0.12319601
1232,282,80,132,11913.14,10.189,19,34,456:453,37.0,27.73,0.12332721
1233,283,79,132,11923.32,10.189,19,34,451:453,37.0,27.73,0.12345841
1234,284,79,131,11933.51,10.189,19,34,460:460,37.0,27.73,0.12358961
1235,284,79,131,11943.7,10.189,19,0,460:458,37.0,28.33,0.12358961
1236,284,79,131,11953.92,10.189,19,0,456:451:460,37.0,28.33,0.12358961
1237,0,0,130,11964.09,10.189,19,0,462:458,37.0,28.33,0.12358961
1238,0,0,131,11974.26,10.189,19,0,456:453,37.0,28.33,0.12358961
1239,0,0,131,11984.45,10.189,19,0,460:460,37.0,28.33,0.12358961
1240,282,78,131,11994.64,10.189,19,35,458:456:456,37.0,28.33,0.12372081
1241,283,78,131,12004.83,10.189,19,35,453:460,37.0,28.33,0.12385201
1242,284,78,131,12015.02,10.189,19,35,458:456,37.0,28.33,0.123983204
1243,285,79,132,12025.21,10.189,19,34,453:449,37.0,28.33,0.12411441
1244,280,79,132,12035.02,9.807,19,34,460:455,37.0,28.33,0.12424561
1245,282,78,132,12044.82,9.807,19,35,456:455,37.0,27.16,0.1243768
1246,287,78,133,12055.01,10.189,19,35,449:449:451,37.0,27.16,0.124508
1247,287,83,133,12065.2,10.189,19,33,456:449,37.0,27.16,0.124639206
1248,285,83,133,12075.4,10.189,19,33,446,37.0,27.16,0.1247704
1249,283,85,133,12085.58,10.189,19,32,449:449:455,37.0,27.16,0.1249016
1250,283,84,132,12095.78,10.189,19,32,455:449,37.0,26.37,0.1250328
1251,281,84,132,12105.96,10.189,19,32,449:455:455,37.0,26.37,0.125164
1252,281,81,132,12116.15,10.189,19,33,456:455,37.0,26.37,0.12529519
1253,285,82,132,12126.34,10.189,19,33,453:451,37.0,26.37,0.1254264
1254,280,82,131,12136.54,10.189,19,33,458:458,37.0,26.37,0.1255576
1255,279,79,132,12146.72,10.189,19,34,453:451:456,37.0,25.85,0.12568879
1256,285,80,132,12156.19,9.461,19,34,458,37.0,25.85,0.12582
1257,287,80,131,12166.37,10.189,19,34,456:451,37.0,25.85,0.1259512
1258,283,82,132,12176.56,10.189,19,33,910:460,37.0,25.85,0.12608239
1259,283,82,131,12186.74,10.189,19,33,458:458,37.0,25.85,0.1262136
1260,280,81,131,12196.93,10.189,19,33,456:455,37.0,25.89,0.12634479
1261,282,81,131,12207.12,10.189,19,33,451,37.0,25.89,0.12647599
1262,285,80,131,12217.31,10.189,19,34,458:913,37.0,25.89,0.1266072
1263,283,80,132,12227.5,10.189,19,34,453:451,37.0,25.89,0.12673838
1264,281,80,131,12237.69,10.189,19,34,921:460,37.0,25.89,0.12686959
1265,283,79,131,12247.88,10.189,19,34,456:455,37.0,28.68,0.1270008
1266,286,80,131,12258.07,10.189,19,34,462:462,37.0,28.68,0.12713198
1267,287,83,130,12268.26,10.189,19,33,460:460:456,37.0,28.68,0.12726319
1268,281,82,131,12278.45,10.189,19,33,456:451,37.0,28.68,0.12739438
1269,281,82,131,12288.65,10.189,19,33,462:462,37.0,28.68,0.12752558
1270,284,81,131,12298.83,10.189,19,33,458:456,37.0,30.53,0.12765679
1271,285,81,131,12309.02,10.189,19,34,451:462:462,37.0,30.53,0.12778798
1272,286,83,130,12319.21,10.189,19,33,460:456,37.0,30.53,0.12791918
1273,280,84,131,12329.4,10.189,19,32,456:458,37.0,30.53,0.12805039
1274,282,83,130,12338.86,9.461,19,32,462:462,37.0,30.53,0.12818158
1275,282,81,131,12349.05,10.189,19,33,458:456,37.0,29.8,0.12831278
1276,281,80,131,12359.24,10.189,19,34,,37.0,29.8,0.12844397
1277,283,80,131,12369.44,10.189,19,34,453,37.0,29.8,0.12857518
1278,286,79,130,12379.61,10.189,19,35,1384:919:462,37.0,29.8,0.12870638
1279,285,80,130,12389.81,10.189,19,34,463:458,37.0,28.53,0.12883757
1280,283,82,131,12399.99,10.189,19,33,456:456,37.0,28.53,0.12896878
1281,286,82,131,12410.18,10.189,19,33,462:462,37.0,28.53,0.12909998
1282,286,84,131,12420.38,10.189,19,33,458:455,37.0,28.53,0.12923117
1283,283,86,131,12430.56,10.189,19,31,458:460,37.0,28.53,0.12936237
1284,285,87,130,12440.75,10.189,19,31,462:462,37.0,28.53,0.12949356
1285,282,87,130,12450.94,10.189,19,31,458:456:462,37.0,27.68,0.12962477
1286,281,86,130,12460.74,9.807,19,31,462:458,37.0,27.68,0.12975597
1287,280,85,131,12470.93,10.189,19,31,455:456:456,37.0,27.68,0.12988716
1288,281,82,131,12481.12,10.189,19,33,462:458,37.0,27.68,0.13001837
1289,283,81,131,12491.31,10.189,19,33,458:455,37.0,26.72,0.13014957
1290,283,81,132,12501.5,10.189,19,33,451:458,37.0,26.72,0.13028076
1291,284,81,131,12511.69,10.189,19,33,458:455,37.0,26.72,0.13041197
1292,284,82,131,12521.88,10.189,19,33,453,37.0,26.72,0.13054316
1293,283,82,132,12532.07,10.189,19,33,455:916,37.0,26.72,0.13067436
1294,284,83,130,12542.26,10.189,19,33,460:460:456,37.0,25.69,0.13080557
1295,281,82,131,12552.45,10.189,19,33,453:463,37.0,25.69,0.13093676
1296,282,81,130,12562.64,10.189,19,33,465:462,37.0,25.69,0.13106796
1297,282,80,130,12572.83,10.189,19,34,458:460,37.0,25.69,0.13119917
1298,286,82,130,12583.02,10.189,19,33,460:463,37.0,25.69,0.13133036
1299,282,82,129,12593.21,10.189,19,33,465:463,37.0,25.69,0.13146156
1300,279,81,130,12603.44,10.189,19,33,460:460,37.0,25.0,0.13159275
1301,282,81,129,12613.61,10.189,19,33,463:465:467,37.0,25.0,0.13172396
1302,284,81,129,12623.78,10.189,19,33,467:460,37.0,25.0,0.13185516
1303,281,80,130,12633.96,10.189,19,34,462:465,37.0,25.0,0.13198635
1304,284,79,129,12644.16,10.189,19,34,469:467,37.0,25.0,0.13211755
1305,283,79,129,12654.34,10.189,19,34,463:463:462,37.0,24.54,0.13224876
1306,284,80,129,12664.53,10.189,19,34,469,37.0,24.54,0.13237995
1307,284,81,129,12674.73,10.189,19,33,465:472:462,37.0,24.54,0.13251115
1308,284,81,129,12684.91,10.189,19,33,462:469,37.0,24.54,0.13264234
1309,285,82,128,12695.1,10.189,19,33,472:469,37.0,24.23,0.13277355
1310,281,82,128,12705.29,10.189,19,33,465:467,37.0,24.23,0.13290475
1311,281,80,128,12715.48,10.189,19,34,463:469,37.0,24.23,0.13303594
1312,282,80,128,12725.68,10.189,19,34,467:467,37.0,24.23,0.13316715
1313,286,80,129,12735.86,10.189,19,34,462:458,37.0,24.23,0.13329835
1314,284,80,131,12746.04,10.189,19,34,456:456,37.0,24.23,0.13342954
1315,281,81,129,12756.24,10.189,19,33,469:465:465,37.0,23.63,0.13356075
1316,285,80,129,12766.42,10.189,19,34,463:462,37.0,23.63,0.13369195
1317,287,82,130,12776.61,10.189,19,33,458:467,37.0,23.63,0.13382314
1318,281,84,129,12786.8,10.189,19,32,467:467,37.0,23.63,0.13395435
1319,283,81,129,12796.99,10.189,19,33,462:465:467,37.0,22.84,0.13408554
1320,285,81,129,12807.18,10.189,19,34,462:462,37.0,22.84,0.13421674
1321,283,82,130,12817.37,10.189,19,33,458:465,37.0,22.84,0.13434795
1322,282,81,129,12827.57,10.189,19,33,465:465,37.0,22.84,0.13447914
1323,283,81,130,12837.75,10.189,19,33,460:456,37.0,22.84,0.13461034
1324,282,80,130,12847.94,10.189,19,34,462:463,37.0,22.84,0.13474154
1325,283,80,130,12858.13,10.189,19,34,460:453:463,37.0,23.89,0.13487273
1326,283,80,130,12868.32,10.189,19,34,462:456,37.0,23.89,0.13500394
1327,282,79,130,12878.51,10.189,19,34,462:460,37.0,23.89,0.13513513
1328,284,79,131,12888.69,10.189,19,34,456:453,37.0,23.89,0.13526633
1329,282,80,131,12898.88,10.189,19,34,460:465,37.0,23.89,0.13539754
1330,281,79,130,12909.08,10.189,19,34,460:458,37.0,25.37,0.13552873
1331,285,78,131,12919.27,10.189,19,35,453:462,37.0,25.37,0.13565993
1332,287,80,130,12929.45,10.189,19,34,462:456,37.0,25.37,0.13579114
1333,284,83,131,12939.64,10.189,19,33,458:456:463,37.0,25.37,0.13592233
1334,283,82,130,12949.84,10.189,19,33,463:460,37.0,25.37,0.13605353
1335,282,81,130,12960.02,10.189,19,33,458:462,37.0,27.94,0.13618472
1336,284,82,130,12970.21,10.189,19,33,462:462:458,37.0,27.94,0.13631593
1337,282,82,131,12980.4,10.189,19,33,458:460,37.0,27.94,0.13644713
1338,280,82,130,12990.59,10.189,19,33,460:456,37.0,27.94,0.13657832
1339,285,80,131,13000.78,10.189,19,34,453:463,37.0,28.47,0.13670953
1340,282,81,130,13010.97,10.189,19,33,465:463,37.0,28.47,0.13684073
1341,282,80,130,13021.17,10.189,19,34,462:458,37.0,28.47,0.13697192
1342,285,81,129,13031.36,10.189,19,34,467:467,37.0,28.47,0.13710313
1343,286,81,129,13041.53,10.189,19,34,465:460,37.0,28.47,0.13723432
1344,279,83,129,13050.99,9.461,19,32,462:465:469,37.0,28.43,0.13736552
1345,281,79,128,13060.46,9.461,19,34,469:465,37.0,28.43,0.13749672
1346,282,78,129,13070.65,10.189,19,35,462:469,37.0,28.43,0.13762791
1347,285,79,128,13080.83,10.189,19,34,469:465,37.0,28.43,0.13775912
1348,285,79,129,13091.02,10.189,19,34,460:470,37.0,28.43,0.13789032
1349,285,79,128,13101.21,10.189,19,34,467:467,37.0,28.43,0.13802151
1350,284,82,129,13111.4,10.189,19,33,465:460,37.0,28.01,0.13815272
1351,282,82,129,13121.59,10.189,19,33,460:465:467,37.0,28.01,0.13828391
1352,282,81,129,13131.78,10.189,19,33,465:462,37.0,28.01,0.13841511
1353,283,82,130,13141.97,10.189,19,33,462:460,37.0,28.01,0.13854632
1354,282,81,129,13152.16,10.189,19,33,463:465,37.0,28.01,0.13867751
1355,282,80,129,13162.36,10.189,19,34,465,37.0,26.94,0.13880871
1356,285,80,129,13172.55,10.189,19,34,925:931,37.0,26.94,0.13893992
1357,282,81,129,13182.73,10.189,19,33,462:462,37.0,26.94,0.1390711
1358,279,80,130,13192.19,9.461,19,33,462:467,37.0,26.94,0.13920231
1359,283,77,129,13201.66,9.461,19,35,469:465,37.0,26.22,0.1393335
1360,287,77,129,13211.85,10.189,19,36,463:460,37.0,26.22,0.1394647
1361,286,82,129,13222.03,10.189,19,33,469:469,37.0,26.22,0.13959591
1362,283,82,129,13232.22,10.189,19,33,465:462,37.0,26.22,0.1397271
1363,281,82,129,13242.41,10.189,19,33,462:458,37.0,26.22,0.1398583
1364,282,80,129,13252.6,10.189,19,34,465:465,37.0,26.22,0.13998951
1365,284,80,130,13262.79,10.189,19,34,462:460:460,37.0,25.75,0.1401207
1366,285,80,130,13272.99,10.189,19,34,465:462,37.0,25.75,0.1402519
1367,287,83,129,13283.16,10.189,19,33,467:463,37.0,25.75,0.1403831
1368,281,85,129,13293.35,10.189,19,32,469:463,37.0,25.75,0.1405143
1369,280,85,130,13303.54,10.189,19,31,922:467,37.0,25.43,0.1406455
1370,283,82,129,13313.0,9.461,19,33,469:467,37.0,25.43,0.1407767
1371,283,81,129,13323.19,10.189,19,33,463:460,37.0,25.43,0.1409079
1372,282,81,129,13333.38,10.189,19,33,462:467,37.0,25.43,0.1410391
1373,281,81,128,13343.57,10.189,19,33,469:472,37.0,25.43,0.1411703
1374,284,80,128,13353.76,10.189,19,34,469:467,37.0,25.43,0.1413015
1375,284,80,128,13363.95,10.189,19,34,469:472,37.0,24.83,0.14143269
1376,284,81,128,13374.14,10.189,19,33,467:467,37.0,24.83,0.14156389
1377,286,82,128,13384.33,10.189,19,33,465:470,37.0,24.83,0.1416951
1378,284,84,128,13394.52,10.189,19,32,469:470:467,37.0,24.83,0.14182629
1379,279,85,128,13404.71,10.189,19,31,465:467,37.0,24.43,0.14195749
1380,283,82,128,13414.9,10.189,19,33,469:465,37.0,24.43,0.1420887
1381,286,82,128,13425.09,10.189,19,33,467:467,37.0,24.43,0.14221989
1382,283,83,128,13435.28,10.189,19,33,470:472,37.0,24.43,0.14235109
1383,280,82,128,13445.49,10.189,19,33,472:469:465,37.0,24.43,0.14248228
1384,281,81,127,13455.28,9.807,19,33,474:474,37.0,25.34,0.14261349
1385,285,79,127,13465.46,10.189,19,34,472:469,37.0,25.34,0.14274469
1386,287,80,127,13475.65,10.189,19,34,469,37.0,25.34,0.14287588
1387,283,83,127,13485.84,10.189,19,33,474:477:476,37.0,25.34,0.14300708
1388,281,83,127,13496.04,10.189,19,32,472:469,37.0,25.34,0.14313829
1389,280,82,126,13506.22,10.189,19,33,476:476,37.0,25.34,0.14326948
1390,284,82,126,13516.42,10.189,19,33,476:474,37.0,25.16,0.14340068
1391,284,81,127,13526.61,10.189,19,33,469:472,37.0,25.16,0.14353189
1392,281,80,127,13536.79,10.189,19,34,476:474,37.0,25.16,0.14366308
1393,282,79,127,13546.99,10.189,19,34,472:472,37.0,25.16,0.14379428
1394,285,80,127,13557.18,10.189,19,34,472:479,37.0,25.16,0.14392547
1395,286,80,126,13567.35,10.189,19,34,479:476:477,37.0,25.04,0.14405668
1396,285,80,126,13577.54,10.189,19,34,481,37.0,25.04,0.14418788
1397,285,82,125,13587.73,10.189,19,33,476:488:477,37.0,25.04,0.14431907
1398,284,84,126,13597.93,10.189,19,32,479:477,37.0,25.04,0.14445028
1399,280,85,125,13608.11,10.189,19,31,483:479,37.0,25.04,0.14458148
1400,281,81,125,13618.31,10.189,19,33,479:474,37.0,24.96,0.14471267
