time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,respiration,PercentageinZ2
1401,285,82,125,13628.49,10.189,19,33,479:479,37.0,24.96,0.14484388
1402,285,82,125,13638.69,10.189,19,33,476:472,37.0,24.96,0.14497507
1403,282,83,126,13648.87,10.189,19,32,474:477:481,37.0,24.96,0.14510627
1404,281,82,125,13659.07,10.189,19,33,479:479,37.0,24.91,0.14523748
1405,283,81,125,13669.24,10.189,19,33,474:483,37.0,24.91,0.14536867
1406,284,82,125,13679.43,10.189,19,33,479:474,37.0,24.91,0.14549987
1407,283,82,125,13689.62,10.189,19,33,479:483,37.0,24.91,0.14563107
1408,282,82,125,13699.81,10.189,19,33,479:479,37.0,24.91,0.14576226
1409,283,81,125,13710.0,10.189,19,33,479:483,37.0,26.05,0.14589347
1410,284,81,124,13720.19,10.189,19,33,483:481,37.0,26.05,0.14602466
1411,284,82,125,13730.38,10.189,19,33,481:488,37.0,26.05,0.14615586
1412,282,82,123,13740.57,10.189,19,33,488:486,37.0,26.05,0.14628707
1413,282,82,123,13750.76,10.189,19,33,483,37.0,26.05,0.14641826
1414,285,83,124,13760.96,10.189,19,33,481:486:490,37.0,26.05,0.14654946
1415,280,84,123,13770.41,9.461,19,32,488:486,37.0,26.82,0.14668067
1416,281,82,123,13779.88,9.461,19,33,481:486:485,37.0,26.82,0.14681186
1417,284,81,123,13789.33,9.461,19,33,,37.0,26.82,0.14694306
1418,285,82,125,13799.52,10.189,19,33,959:485:479,37.0,26.82,0.14707425
1419,285,84,125,13809.71,10.189,19,32,474:481,37.0,26.14,0.14720546
1420,284,87,125,13819.9,10.189,19,31,481:479,37.0,26.14,0.14733666
1421,281,86,125,13830.09,10.189,19,31,476:477,37.0,26.14,0.14746785
1422,282,85,126,13840.28,10.189,19,32,476:472,37.0,26.14,0.14759906
1423,282,85,127,13850.47,10.189,19,32,469:479,37.0,26.14,0.14773026
1424,281,83,126,13860.66,10.189,19,32,479:479,37.0,26.14,0.14786145
1425,283,82,125,13870.85,10.189,19,33,474:481,37.0,28.06,0.14799266
1426,283,81,125,13881.04,10.189,19,33,481:479,37.0,28.06,0.14812385
1427,284,81,125,13891.23,10.189,19,33,479:476,37.0,28.06,0.14825505
1428,283,82,126,13901.42,10.189,19,33,477:472,37.0,28.06,0.14838625
1429,283,83,126,13911.61,10.189,19,33,465:481,37.0,28.06,0.14851744
1430,283,84,126,13921.81,10.189,19,32,479:476,37.0,28.94,0.14864865
1431,280,82,127,13931.99,10.189,19,33,472:465:476,37.0,28.94,0.14877985
1432,282,80,126,13942.22,10.189,19,34,476:469,37.0,28.94,0.14891104
1433,283,80,128,13952.36,10.189,19,34,469:465,37.0,28.94,0.14904225
1434,283,78,127,13962.55,10.189,19,35,474:472,37.0,28.94,0.14917344
1435,285,78,127,13972.75,10.189,19,35,469:467,37.0,29.14,0.14930464
1436,283,80,128,13982.93,10.189,19,34,470:465:460,37.0,29.14,0.14943585
1437,285,80,128,13993.12,10.189,19,34,472:469,37.0,29.14,0.14956704
1438,287,83,128,14003.32,10.189,19,33,467:467,37.0,29.14,0.14969824
1439,285,85,128,14013.5,10.189,19,32,465:476,37.0,29.27,0.14982945
1440,285,88,127,14023.69,10.189,19,31,476:474,37.0,29.27,0.14996064
1441,282,88,127,14033.88,10.189,19,31,474:477,37.0,29.27,0.15009184
1442,280,86,127,14044.07,10.189,19,31,472:469,37.0,29.27,0.15022303
1443,280,83,127,14054.26,10.189,19,32,474:474,37.0,29.27,0.15035424
1444,282,81,127,14064.45,10.189,19,33,474:474,37.0,29.27,0.15048544
1445,282,81,127,14074.64,10.189,19,33,474:467,37.0,30.14,0.15061663
1446,282,81,128,14084.83,10.189,19,0,939,37.0,30.14,0.15061663
1447,282,81,128,14095.01,10.189,19,0,469:467:465,37.0,30.14,0.15061663
1448,0,0,128,14105.2,10.189,19,0,462,37.0,30.14,0.15061663
1449,282,79,128,14115.4,10.189,19,34,940:465,37.0,30.14,0.15074784
1450,283,77,129,14125.59,10.189,19,35,460:472,37.0,31.9,0.15087904
1451,285,80,128,14135.77,10.189,19,34,469:462:472,37.0,31.9,0.15101023
1452,281,80,128,14145.96,10.189,19,34,469:467,37.0,31.9,0.15114143
1453,286,80,128,14156.15,10.189,19,34,465:472,37.0,31.9,0.15127262
1454,288,84,127,14166.34,10.189,19,33,474:470,37.0,33.08,0.15140383
1455,284,84,127,14176.53,10.189,19,32,465:476,37.0,33.08,0.15153503
1456,281,86,127,14186.73,10.189,19,31,470:470,37.0,33.08,0.15166622
1457,281,83,128,14196.91,10.189,19,32,463:476,37.0,33.08,0.15179743
1458,282,82,127,14207.11,10.189,19,33,474:476,37.0,33.08,0.15192863
1459,284,81,127,14217.29,10.189,19,33,472:469,37.0,33.08,0.15205982
1460,284,82,127,14227.47,10.189,19,33,474:476,37.0,33.07,0.15219103
1461,281,81,127,14237.67,10.189,19,33,470:467,37.0,33.07,0.15232222
1462,285,81,127,14247.85,10.189,19,34,476:476,37.0,33.07,0.15245342
1463,284,83,127,14258.04,10.189,19,33,470:467:470,37.0,33.07,0.15258463
1464,285,84,127,14268.23,10.189,19,32,474:474,37.0,31.89,0.15271582
1465,287,84,127,14278.43,10.189,19,33,474:469,37.0,31.89,0.15284702
1466,282,88,127,14288.62,10.189,19,31,474:474,37.0,31.89,0.15297823
1467,280,87,127,14298.8,10.189,19,31,469:467,37.0,31.89,0.15310942
1468,279,84,127,14308.27,9.461,19,32,474:944,37.0,31.89,0.15324062
1469,283,82,127,14318.45,10.189,19,33,470:474,37.0,31.1,0.15337183
1470,283,81,127,14328.64,10.189,19,33,472:470,37.0,31.1,0.15350302
1471,282,83,127,14338.84,10.189,19,32,476:474,37.0,31.1,0.15363422
1472,283,81,126,14349.01,10.189,19,33,474:476,37.0,31.1,0.15376541
1473,282,81,127,14359.2,10.189,19,33,470:472,37.0,31.1,0.15389661
1474,282,81,127,14369.4,10.189,19,33,953,37.0,30.18,0.15402782
1475,282,80,126,14379.58,10.189,19,34,481,37.0,30.18,0.15415901
1476,282,81,125,14389.77,10.189,19,33,953:481,37.0,30.18,0.15429021
1477,284,80,125,14399.97,10.189,19,34,479:476,37.0,30.18,0.15442142
1478,284,80,126,14410.15,10.189,19,34,477:472,37.0,30.18,0.15455261
1479,285,82,127,14420.34,10.189,19,33,472:470,37.0,30.18,0.15468381
1480,283,83,127,14430.53,10.189,19,33,949,37.0,26.03,0.154815
1481,281,83,127,14440.72,10.189,19,32,470:469:474,37.0,26.03,0.15494621
1482,281,81,127,14450.91,10.189,19,33,474:474,37.0,26.03,0.15507741
1483,284,80,127,14461.1,10.189,19,34,472:470,37.0,26.03,0.1552086
1484,286,82,127,14471.32,10.189,19,33,467:469,37.0,26.03,0.1553398
1485,282,83,128,14481.49,10.189,19,32,469:467,37.0,23.65,0.15547101
1486,280,83,128,14491.67,10.189,19,32,463:472:469,37.0,23.65,0.1556022
1487,285,81,128,14501.86,10.189,19,34,470:467,37.0,23.65,0.1557334
1488,287,83,128,14512.04,10.189,19,33,470:470,37.0,23.65,0.1558646
1489,287,87,128,14522.23,10.189,19,32,469:467,37.0,24.43,0.1559958
1490,281,87,127,14532.43,10.189,19,31,472:474,37.0,24.43,0.156127
1491,280,87,127,14541.89,9.461,19,31,472:469,37.0,24.43,0.1562582
1492,280,82,128,14552.08,10.189,19,33,467:476,37.0,24.43,0.1563894
1493,283,81,126,14562.26,10.189,19,33,476:476,37.0,24.43,0.1565206
1494,284,81,126,14572.46,10.189,19,33,470:476,37.0,24.43,0.1566518
1495,283,82,126,14582.64,10.189,19,33,476:470,37.0,26.13,0.156783
1496,284,82,126,14592.83,10.189,19,33,474:474,37.0,26.13,0.15691419
1497,282,82,127,14603.02,10.189,19,33,469:472,37.0,26.13,0.1570454
1498,283,82,126,14613.21,10.189,19,33,476:479:481,37.0,26.13,0.1571766
1499,283,82,125,14623.4,10.189,19,33,479,37.0,26.13,0.15730779
1500,279,82,124,14633.58,10.189,19,32,966:479,37.0,28.05,0.157439
1501,292,80,125,14643.77,10.189,19,35,483:479,37.0,28.05,0.1575702
1502,308,79,125,14653.96,10.189,19,37,479:483,37.0,28.05,0.1575702
1503,307,79,124,14664.15,10.189,19,37,488:488,37.0,28.05,0.1575702
1504,307,80,124,14674.34,10.189,19,37,483:481,37.0,28.05,0.1575702
1505,310,80,123,14684.53,10.189,19,37,486:486,37.0,27.75,0.1575702
1506,305,81,123,14694.73,10.189,19,36,483:486,37.0,27.75,0.1575702
1507,307,82,123,14704.91,10.189,19,36,485:483,37.0,27.75,0.1575702
1508,307,80,124,14715.1,10.189,19,37,483:481,37.0,27.75,0.1575702
1509,307,80,124,14725.29,10.189,19,37,479:481,37.0,27.75,0.1575702
1510,306,81,125,14735.48,10.189,19,36,479:477:474,37.0,27.16,0.1575702
1511,307,80,126,14745.68,10.189,19,37,947,37.0,27.16,0.1575702
1512,310,81,126,14755.86,10.189,19,37,953,37.0,27.16,0.1575702
1513,310,81,127,14766.06,10.189,19,37,472:472,37.0,27.16,0.1575702
1514,308,84,127,14776.23,10.189,19,35,479:474,37.0,27.16,0.1575702
1515,306,85,127,14786.42,10.189,19,34,472:469,37.0,27.56,0.1575702
1516,304,84,127,14796.62,10.189,19,35,476:472,37.0,27.56,0.1575702
1517,304,83,127,14806.81,10.189,19,35,469:476,37.0,27.56,0.1575702
1518,306,80,127,14817.0,10.189,19,37,474:470:469,37.0,27.56,0.1575702
1519,303,79,127,14827.18,10.189,19,37,476:476,37.0,28.61,0.15770139
1520,309,78,126,14837.37,10.189,19,38,476:474,37.0,28.61,0.15770139
1521,308,78,126,14847.56,10.189,19,38,476:474,37.0,28.61,0.15770139
1522,312,80,126,14857.75,10.189,19,37,477,37.0,28.61,0.15770139
1523,313,83,127,14867.94,10.189,19,36,944:472,37.0,28.61,0.15770139
1524,305,85,127,14878.13,10.189,19,34,472:477,37.0,28.61,0.15770139
1525,304,83,126,14888.33,10.189,19,35,476:472,37.0,30.49,0.15770139
1526,306,81,127,14898.51,10.189,19,36,469:474,37.0,30.49,0.15770139
1527,305,81,127,14908.69,10.189,19,36,472:470,37.0,30.49,0.15770139
1528,305,79,127,14918.88,10.189,19,37,472:472,37.0,30.49,0.15770139
1529,310,79,127,14929.08,10.189,19,37,470:476:472,37.0,29.77,0.15770139
1530,310,81,127,14939.26,10.189,19,37,469:469,37.0,29.77,0.15770139
1531,308,83,128,14949.45,10.189,19,35,467:474,37.0,29.77,0.15770139
1532,307,85,127,14959.64,10.189,19,34,474:472,37.0,29.77,0.15770139
1533,306,83,127,14969.83,10.189,19,35,470:472,37.0,29.77,0.15770139
1534,305,83,127,14980.03,10.189,19,35,470:472:469,37.0,28.9,0.15770139
1535,307,81,127,14990.21,10.189,19,36,469,37.0,28.9,0.15770139
1536,306,81,128,15000.41,10.189,19,36,465:470:470,37.0,28.9,0.15770139
1537,307,81,128,15010.6,10.189,19,36,469:465,37.0,28.9,0.15770139
1538,307,80,128,15020.78,10.189,19,37,463:474,37.0,28.9,0.15770139
1539,302,80,127,15030.97,10.189,19,36,474:470,37.0,27.93,0.1578326
1540,302,77,127,15041.16,10.189,19,37,472:472,37.0,27.93,0.15796378
1541,312,75,127,15051.34,10.189,19,40,472:472,37.0,27.93,0.15796378
1542,314,76,127,15061.54,10.189,19,39,472,37.0,27.93,0.15796378
1543,306,80,128,15071.72,10.189,19,37,935:474,37.0,27.93,0.15796378
1544,306,80,127,15081.91,10.189,19,37,476:474:470,37.0,27.28,0.15796378
1545,311,81,127,15092.1,10.189,19,37,472,37.0,27.28,0.15796378
1546,306,82,127,15102.29,10.189,19,36,474:476:472,37.0,27.28,0.15796378
1547,306,83,127,15112.48,10.189,19,35,474:472,37.0,27.28,0.15796378
1548,306,81,127,15122.67,10.189,19,36,474:474,37.0,27.28,0.15796378
1549,306,80,127,15132.86,10.189,19,37,472:472,37.0,27.28,0.15796378
1550,305,79,127,15143.05,10.189,19,37,474:474,37.0,27.63,0.15796378
1551,309,79,127,15153.25,10.189,19,37,472:472:476,37.0,27.63,0.15796378
1552,307,81,126,15163.43,10.189,19,36,476:474,37.0,27.63,0.15796378
1553,308,81,127,15173.62,10.189,19,36,469:479,37.0,27.63,0.15796378
1554,311,83,127,15183.8,10.189,19,36,474,37.0,27.63,0.15796378
1555,306,84,127,15193.99,10.189,19,35,474:472:469,37.0,28.26,0.15796378
1556,305,83,127,15204.18,10.189,19,35,476:476,37.0,28.26,0.15796378
1557,308,83,127,15214.37,10.189,19,35,474:470,37.0,28.26,0.15796378
1558,308,83,127,15224.56,10.189,19,35,474:474,37.0,28.26,0.15796378
1559,307,84,127,15234.76,10.189,19,35,469:467,37.0,28.26,0.15796378
1560,304,82,127,15244.94,10.189,19,35,474:472,37.0,28.68,0.15796378
1561,307,81,127,15255.13,10.189,19,36,938,37.0,28.68,0.15796378
1562,305,80,127,15265.35,10.189,19,36,472:472:472,37.0,28.68,0.15796378
1563,306,80,127,15275.52,10.189,19,37,469:467,37.0,28.68,0.15796378
1564,313,80,128,15285.71,10.189,19,37,470:469,37.0,28.96,0.15796378
1565,311,87,128,15295.9,10.189,19,34,467:472,37.0,28.96,0.15796378
1566,311,87,128,15306.07,10.189,19,34,465:465,37.0,28.96,0.15796378
1567,304,89,128,15316.26,10.189,19,33,470:469:467,37.0,28.96,0.15796378
1568,304,89,128,15326.45,10.189,19,33,463:467,37.0,28.96,0.15796378
1569,305,85,128,15336.64,10.189,19,34,467:469,37.0,27.97,0.15796378
1570,305,83,128,15346.83,10.189,19,35,467:465,37.0,27.97,0.15796378
1571,306,82,129,15357.02,10.189,19,36,463:460,37.0,27.97,0.15796378
1572,306,81,129,15367.21,10.189,19,36,465:462,37.0,27.97,0.15796378
1573,310,82,130,15377.4,10.189,19,36,458,37.0,27.97,0.15796378
1574,305,81,131,15387.59,10.189,19,36,912:460,37.0,27.97,0.15796378
1575,308,82,130,15397.78,10.189,19,36,462:460:458,37.0,26.91,0.15796378
1576,305,81,131,15407.97,10.189,19,36,458:458,37.0,26.91,0.15796378
1577,306,81,131,15418.16,10.189,19,36,462:460,37.0,26.91,0.15796378
1578,309,81,131,15428.35,10.189,19,36,456:458,37.0,26.91,0.15796378
1579,309,82,131,15438.54,10.189,19,36,460:458:456,37.0,26.6,0.15796378
1580,305,83,131,15448.73,10.189,19,35,456:460,37.0,26.6,0.15796378
1581,305,83,131,15458.92,10.189,19,35,460:456,37.0,26.6,0.15796378
1582,307,81,132,15469.11,10.189,19,36,455:453,37.0,26.6,0.15796378
1583,305,82,131,15479.3,10.189,19,36,458:460,37.0,26.6,0.15796378
1584,308,80,131,15489.49,10.189,19,37,458:456,37.0,26.6,0.15796378
1585,307,81,130,15499.67,10.189,19,36,462:462:462,37.0,27.18,0.15796378
1586,305,82,130,15509.86,10.189,19,36,460:456,37.0,27.18,0.15796378
1587,304,80,130,15520.06,10.189,19,36,465:465,37.0,27.18,0.15796378
1588,307,80,129,15530.24,10.189,19,37,465:463,37.0,27.18,0.15796378
1589,308,80,129,15540.43,10.189,19,37,467:465,37.0,27.57,0.15796378
1590,306,80,129,15550.63,10.189,19,37,462:467,37.0,27.57,0.15796378
1591,308,80,129,15560.82,10.189,19,37,463:460,37.0,27.57,0.15796378
1592,306,81,130,15571.0,10.189,19,36,463:460,37.0,27.57,0.15796378
1593,306,81,130,15581.19,10.189,19,36,462:462:460,37.0,27.57,0.15796378
1594,305,79,131,15591.38,10.189,19,37,456:455,37.0,28.62,0.15796378
1595,310,79,131,15601.57,10.189,19,37,456:462,37.0,28.62,0.15796378
1596,310,81,130,15611.77,10.189,19,37,465:460:460,37.0,28.62,0.15796378
1597,306,82,130,15621.95,10.189,19,36,465:465,37.0,28.62,0.15796378
1598,306,82,130,15632.13,10.189,19,36,462:462,37.0,28.62,0.15796378
1599,307,81,129,15642.32,10.189,19,36,465:465,37.0,28.92,0.15796378
1600,311,83,129,15652.51,10.189,19,36,463:462,37.0,28.92,0.15796378
1601,308,85,130,15662.7,10.189,19,35,462:467,37.0,28.92,0.15796378
1602,305,85,129,15672.89,10.189,19,34,467:465,37.0,28.92,0.15796378
1603,306,84,129,15683.08,10.189,19,35,462:465,37.0,28.92,0.15796378
1604,304,81,129,15693.27,10.189,19,36,465,37.0,28.92,0.15796378
1605,310,82,129,15703.46,10.189,19,36,463:929:465,37.0,29.12,0.15796378
1606,308,83,129,15713.65,10.189,19,35,463:463,37.0,29.12,0.15796378
1607,304,83,129,15723.84,10.189,19,35,456:469,37.0,29.12,0.15796378
1608,305,82,129,15734.03,10.189,19,36,467:463,37.0,29.12,0.15796378
1609,310,85,129,15744.22,10.189,19,35,462:460,37.0,29.12,0.15796378
1610,306,85,129,15754.41,10.189,19,34,467:467,37.0,28.86,0.15796378
1611,304,85,129,15764.6,10.189,19,34,467:463,37.0,28.86,0.15796378
1612,304,83,129,15774.79,10.189,19,35,463:469:467,37.0,28.86,0.15796378
1613,306,81,129,15784.98,10.189,19,36,465:460,37.0,28.86,0.15796378
1614,307,82,129,15795.17,10.189,19,36,469:467,37.0,28.69,0.15796378
1615,302,79,129,15805.35,10.189,19,37,465:469,37.0,28.69,0.15809499
1616,313,76,128,15815.54,10.189,19,39,469:469,37.0,28.69,0.15809499
1617,314,78,128,15825.74,10.189,19,38,467:467:472,37.0,28.69,0.15809499
1618,309,80,127,15835.92,10.189,19,37,474:470,37.0,28.69,0.15809499
1619,305,81,127,15846.11,10.189,19,36,469:470,37.0,29.36,0.15809499
1620,309,80,127,15856.3,10.189,19,37,472:469,37.0,29.36,0.15809499
1621,309,81,128,15866.5,10.189,19,36,467:472,37.0,29.36,0.15809499
1622,305,82,127,15876.68,10.189,19,36,472:469,37.0,29.36,0.15809499
1623,304,82,128,15886.87,10.189,19,35,469:463,37.0,29.36,0.15809499
1624,303,79,127,15897.06,10.189,19,37,472:472,37.0,29.36,0.15822619
1625,311,77,128,15907.26,10.189,19,39,467:467,37.0,29.81,0.15822619
1626,309,78,128,15917.43,10.189,19,38,474:470,37.0,29.81,0.15822619
1627,307,79,128,15927.62,10.189,19,37,469:463,37.0,29.81,0.15822619
1628,309,79,127,15937.81,10.189,19,37,477:472:470,37.0,29.81,0.15822619
1629,308,82,127,15948.0,10.189,19,36,467:472,37.0,30.11,0.15822619
1630,310,82,128,15958.2,10.189,19,36,469:463,37.0,30.11,0.15822619
1631,306,83,128,15968.38,10.189,19,35,469:465,37.0,30.11,0.15822619
1632,303,80,129,15978.57,10.189,19,36,462:462:467,37.0,30.11,0.15835738
1633,308,79,129,15988.76,10.189,19,37,467:463,37.0,30.11,0.15835738
1634,310,81,129,15998.95,10.189,19,37,463:458,37.0,31.09,0.15835738
1635,306,81,129,16009.14,10.189,19,36,467,37.0,31.09,0.15835738
1636,309,81,129,16019.33,10.189,19,36,467:462:463,37.0,31.09,0.15835738
1637,305,81,129,16029.52,10.189,19,36,474:465,37.0,31.09,0.15835738
1638,307,80,128,16039.71,10.189,19,37,469:469,37.0,31.09,0.15835738
1639,306,80,128,16049.9,10.189,19,37,469:465,37.0,31.09,0.15835738
1640,306,78,128,16060.09,10.189,19,37,470:469,37.0,31.75,0.15835738
1641,307,78,128,16070.28,10.189,19,38,467:467,37.0,31.75,0.15835738
1642,312,81,128,16080.47,10.189,19,37,469:467:463,37.0,31.75,0.15835738
1643,310,81,129,16090.65,10.189,19,37,933,37.0,31.75,0.15835738
1644,307,85,128,16100.84,10.189,19,34,469,37.0,31.75,0.15835738
1645,305,83,128,16111.03,10.189,19,35,469:463:470:469,37.0,31.8,0.15835738
1646,303,83,128,16121.23,10.189,19,35,462:467,37.0,31.8,0.15848859
1647,310,81,129,16131.41,10.189,19,37,465:462,37.0,31.8,0.15848859
1648,307,83,129,16141.61,10.189,19,35,465:465,37.0,31.8,0.15848859
1649,305,84,129,16151.79,10.189,19,35,458:462,37.0,33.01,0.15848859
1650,307,84,130,16161.98,10.189,19,35,460:467,37.0,33.01,0.15848859
1651,306,83,129,16172.18,10.189,19,35,465:465,37.0,33.01,0.15848859
1652,306,82,129,16182.37,10.189,19,36,463:465,37.0,33.01,0.15848859
1653,311,82,129,16192.56,10.189,19,36,467:467,37.0,33.01,0.15848859
1654,307,83,129,16202.74,10.189,19,35,465:463:467,37.0,32.24,0.15848859
1655,305,85,128,16212.92,10.189,19,34,472:467,37.0,32.24,0.15848859
1656,307,85,128,16223.11,10.189,19,34,467:470,37.0,32.24,0.15848859
1657,307,82,128,16233.3,10.189,19,36,469:467,37.0,32.24,0.15848859
1658,306,82,129,16243.49,10.189,19,36,465:469,37.0,32.24,0.15848859
1659,302,80,128,16253.68,10.189,19,36,470:469,37.0,32.24,0.15861979
1660,309,79,128,16263.91,10.189,19,37,469:470,37.0,31.73,0.15861979
1661,309,78,129,16274.08,10.189,19,38,463:463:463,37.0,31.73,0.15861979
1662,308,80,128,16284.26,10.189,19,37,470:474,37.0,31.73,0.15861979
1663,308,81,127,16294.44,10.189,19,36,472:472,37.0,31.73,0.15861979
1664,312,82,127,16304.64,10.189,19,36,472:472,37.0,32.18,0.15861979
1665,310,84,127,16314.83,10.189,19,35,470:465,37.0,32.18,0.15861979
1666,304,84,128,16325.0,10.189,19,35,469:469,37.0,32.18,0.15861979
1667,304,82,128,16335.19,10.189,19,35,460,37.0,32.18,0.15861979
1668,307,80,129,16345.38,10.189,19,37,462:930:463,37.0,32.18,0.15861979
1669,308,79,130,16355.58,10.189,19,37,462:451,37.0,31.29,0.15861979
1670,304,80,129,16365.77,10.189,19,36,467:465,37.0,31.29,0.15861979
1671,309,78,130,16375.96,10.189,19,38,462:458,37.0,31.29,0.15861979
1672,314,80,130,16386.14,10.189,19,37,456:463,37.0,31.29,0.15861979
1673,308,84,130,16396.33,10.189,19,35,462:458,37.0,31.29,0.15861979
1674,302,84,131,16406.52,10.189,19,34,458:460,37.0,31.29,0.15875098
1675,302,82,132,16416.72,10.189,19,35,453:456:453,37.0,31.1,0.15888219
1676,310,78,131,16426.9,10.189,19,38,463:462,37.0,31.1,0.15888219
1677,312,80,130,16437.12,10.189,19,37,460:458,37.0,31.1,0.15888219
1678,308,83,130,16447.28,10.189,19,35,453:463:460,37.0,31.1,0.15888219
1679,308,84,130,16457.48,10.189,19,35,460:458,37.0,30.57,0.15888219
1680,306,85,131,16467.65,10.189,19,34,456:462,37.0,30.57,0.15888219
1681,302,82,130,16477.84,10.189,19,35,462:458,37.0,30.57,0.15901338
1682,308,81,131,16488.03,10.189,19,36,456:462,37.0,30.57,0.15901338
1683,307,81,130,16498.22,10.189,19,36,460:458,37.0,30.57,0.15901338
1684,308,82,131,16508.42,10.189,19,36,458:453,37.0,30.57,0.15901338
1685,308,83,130,16518.6,10.189,19,35,463:462:460,37.0,29.83,0.15901338
1686,305,83,130,16528.79,10.189,19,35,455:465,37.0,29.83,0.15901338
1687,301,81,130,16538.98,10.189,19,35,462:458,37.0,29.83,0.15914458
1688,309,78,131,16549.17,10.189,19,38,455:465,37.0,29.83,0.15914458
1689,309,79,130,16559.37,10.189,19,37,463:462,37.0,29.73,0.15914458
1690,310,81,130,16569.55,10.189,19,37,456:469,37.0,29.73,0.15914458
1691,309,82,129,16579.74,10.189,19,36,463:462,37.0,29.73,0.15914458
1692,307,83,129,16589.93,10.189,19,35,469:467,37.0,29.73,0.15914458
1693,304,82,129,16600.15,10.189,19,35,465:462:472,37.0,29.73,0.15914458
1694,304,80,128,16610.35,10.189,19,36,472:469,37.0,31.24,0.15914458
1695,306,79,127,16620.5,10.189,19,37,472:470,37.0,31.24,0.15914458
1696,309,79,128,16630.68,10.189,19,37,467:469,37.0,31.24,0.15914458
1697,311,79,128,16640.87,10.189,19,38,465:469,37.0,31.24,0.15914458
1698,308,83,128,16651.1,10.189,19,35,470:469,37.0,31.24,0.15914458
1699,308,83,128,16661.25,10.189,19,35,470:474,37.0,31.24,0.15914458
1700,305,83,128,16671.48,10.189,19,35,470:465:470,37.0,32.24,0.15914458
1701,304,83,128,16681.63,10.189,19,35,467:469,37.0,32.24,0.15914458
1702,306,80,128,16691.86,10.189,19,37,467:462,37.0,32.24,0.15914458
1703,307,80,129,16702.05,10.189,19,37,462:469,37.0,32.24,0.15914458
1704,310,81,128,16712.26,10.208,19,37,469:467,37.0,31.73,0.15914458
1705,307,82,129,16722.45,10.189,19,36,465:462,37.0,31.73,0.15914458
1706,308,82,129,16732.64,10.189,19,36,469:465,37.0,31.73,0.15914458
1707,307,82,129,16742.83,10.189,19,36,462:467:463,37.0,31.73,0.15914458
1708,304,81,130,16753.02,10.189,19,36,460:460,37.0,31.73,0.15914458
1709,308,81,130,16763.2,10.189,19,36,458:467,37.0,30.99,0.15914458
1710,310,81,130,16773.36,10.189,19,37,462:462,37.0,30.99,0.15914458
1711,308,83,130,16783.58,10.189,19,35,460:462:460,37.0,30.99,0.15914458
1712,302,84,130,16793.76,10.189,19,34,462:462,37.0,30.99,0.15927579
1713,308,82,130,16803.95,10.189,19,36,460:456,37.0,30.99,0.15927579
1714,305,81,131,16814.13,10.189,19,36,455:458,37.0,31.69,0.15927579
1715,301,79,131,16824.33,10.189,19,36,456:453,37.0,31.69,0.15940697
