time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv
32.0,227.0,72.0,106.0,175.7,4.8,-11.637201,166.95558,7.24,30.0,0.0039952057,25.85,192.8,46.82,31.4,0.0,556:560
33.0,227.0,73.0,106.0,183.7,4.6,-11.637202,166.95566,7.46,30.0,0.0041283793,25.71,194.6,47.47,31.4,0.0,1113
34.0,223.0,73.0,106.0,191.3,4.6,-11.637196,166.95573,7.54,29.0,0.004261553,25.56,196.6,48.15,31.4,0.0,556
35.0,226.0,74.0,106.0,199.3,4.6,-11.637187,166.95581,7.7,29.0,0.0043947264,25.48,197.4,48.45,31.4,0.0,554:550
36.0,225.0,72.0,107.0,207.7,4.6,-11.637175,166.95589,7.9,30.0,0.0045279,25.48,197.1,48.38,31.4,0.0,550:549
37.0,227.0,72.0,108.0,215.6,4.6,-11.637162,166.95595,7.98,30.0,0.0046610734,25.49,196.8,48.32,31.4,0.0,551:547
38.0,226.0,72.0,108.0,224.0,4.6,-11.637146,166.95602,8.06,30.0,0.004794247,25.49,196.5,48.25,31.4,0.0,546:547
39.0,226.0,73.0,108.0,232.6,4.6,-11.63713,166.9561,8.26,30.0,0.0049274205,25.51,196.5,48.26,31.4,0.0,546
40.0,225.0,74.0,108.0,241.6,4.6,-11.637115,166.95618,8.46,29.0,0.005060594,25.58,197.6,48.66,31.4,0.0,544
41.0,225.0,73.0,108.0,250.4,4.4,-11.637101,166.95627,8.54,29.0,0.0051937676,25.65,198.7,49.04,31.4,0.0,1085:533
42.0,224.0,72.0,108.0,259.39,4.4,-11.637085,166.95634,8.76,30.0,0.005326941,25.71,198.9,49.11,31.4,0.0,532:532
43.0,227.0,73.0,108.0,268.0,4.4,-11.63707,166.95642,8.8,30.0,0.0054601147,25.78,199.1,49.18,31.4,0.0,537:537
44.0,227.0,73.0,108.0,277.2,4.4,-11.637055,166.9565,8.92,30.0,0.005593288,25.84,199.3,49.26,31.4,0.0,537:532
45.0,224.0,75.0,109.0,286.39,4.4,-11.63704,166.95659,8.96,29.0,0.0057264618,25.9,199.5,49.33,31.4,0.0,533:536
46.0,225.0,74.0,109.0,295.7,4.2,-11.637025,166.95667,9.06,29.0,0.0058596353,25.97,199.6,49.41,31.4,0.0,533:533
47.0,224.0,74.0,110.0,305.5,4.2,-11.637009,166.95676,9.22,29.0,0.005992809,26.11,199.0,49.63,31.4,0.0,535:533
48.0,225.0,74.0,110.0,315.1,4.0,-11.636991,166.95685,9.42,29.0,0.0061259824,26.3,197.9,49.93,31.4,0.0,533
49.0,223.0,73.0,110.0,324.89,3.8,-11.63697,166.95692,9.54,29.0,0.0062591555,26.49,196.9,50.07,31.4,0.0,532:532
50.0,224.0,73.0,112.0,334.9,3.4,-11.636948,166.95702,9.7,29.0,0.006392329,26.7,196.2,49.99,31.4,0.0,532:518
51.0,227.0,73.0,112.0,345.2,3.2,-11.636924,166.9571,9.9,30.0,0.0065255025,26.91,195.5,49.92,31.4,0.0,533:529
52.0,227.0,71.0,112.0,355.8,2.8,-11.636902,166.9572,10.06,31.0,0.006658676,27.08,198.1,50.93,31.4,0.0,527:526
53.0,226.0,72.0,112.0,366.5,2.6,-11.636881,166.9573,10.28,30.0,0.0067918496,27.25,201.8,52.31,31.4,0.0,527:528
54.0,224.0,73.0,112.0,377.0,2.2,-11.636861,166.9574,10.42,29.0,0.006925023,27.41,205.5,53.65,31.4,0.0,528
55.0,226.0,73.0,112.0,388.6,2.0,-11.63684,166.9575,10.74,30.0,0.0070581967,27.46,207.4,54.03,31.4,0.0,523
56.0,223.0,74.0,112.0,400.0,1.6,-11.636824,166.9576,10.96,29.0,0.0071913702,27.52,209.3,54.41,31.4,0.0,1046
57.0,226.0,73.0,112.0,411.4,1.4,-11.636814,166.9577,11.12,30.0,0.007324544,27.57,211.3,54.79,31.4,0.0,1054:522
58.0,225.0,72.0,112.0,423.0,1.2,-11.636807,166.95781,11.3,30.0,0.0074577173,27.58,213.4,55.2,31.4,0.0,522:526
59.0,225.0,72.0,112.0,434.6,1.0,-11.636801,166.95792,11.52,30.0,0.007590891,27.46,216.3,55.7,31.4,0.0,527
60.0,226.0,72.0,113.0,446.3,0.8,-11.636798,166.95802,11.54,30.0,0.0077240644,27.34,219.1,56.21,31.4,0.0,523:521:521
61.0,225.0,72.0,113.0,458.0,0.6,-11.636801,166.95813,11.6,30.0,0.007857238,27.0,222.9,56.58,31.4,0.0,523:526
62.0,224.0,72.0,113.0,469.3,0.6,-11.63681,166.95824,11.58,30.0,0.0079904115,26.65,226.7,56.94,31.4,0.0,528:528
63.0,225.0,72.0,114.0,481.5,0.4,-11.6368265,166.95834,11.7,30.0,0.008123585,25.99,231.9,57.63,31.4,0.0,1046
64.0,226.0,71.0,114.0,493.2,0.4,-11.6368475,166.95845,11.72,30.0,0.008256759,25.76,232.3,57.83,31.4,0.0,529:526
65.0,226.0,71.0,114.0,504.8,0.4,-11.636872,166.95856,11.7,30.0,0.008389932,25.68,231.3,57.87,31.45,0.0,523
66.0,225.0,70.0,114.0,516.2,0.4,-11.636899,166.95865,11.64,31.0,0.008523106,25.65,229.3,57.69,31.4,0.0,521:527
67.0,227.0,70.0,114.0,527.6,0.4,-11.6369295,166.95876,11.66,31.0,0.008656279,25.73,225.5,57.09,31.4,0.0,527:521
68.0,227.0,70.0,114.0,538.79,0.4,-11.636965,166.95885,11.46,31.0,0.008789453,25.86,223.6,56.72,31.4,0.0,522:523
69.0,227.0,71.0,115.0,549.9,0.4,-11.637005,166.95894,11.34,31.0,0.008922626,26.08,225.8,56.91,31.4,0.0,524:521
70.0,224.0,72.0,114.0,561.0,0.6,-11.637049,166.95903,11.24,30.0,0.0090558,26.3,228.0,57.1,31.4,0.0,521:523
71.0,226.0,73.0,114.0,571.9,0.6,-11.637098,166.95912,11.14,30.0,0.009188973,26.55,230.5,57.31,31.4,0.0,
72.0,226.0,72.0,114.0,582.79,0.6,-11.63715,166.9592,11.04,30.0,0.009322147,26.97,234.5,57.66,31.4,0.0,521:1044
73.0,225.0,72.0,114.0,593.7,0.6,-11.637204,166.95929,10.98,30.0,0.00945532,27.4,238.5,58.0,31.4,0.0,521:517:514
74.0,227.0,72.0,114.0,604.0,0.6,-11.637258,166.95937,10.82,30.0,0.009588494,27.65,238.8,57.92,31.4,0.0,513:519
75.0,225.0,72.0,114.0,615.1,0.6,-11.63732,166.95944,10.82,30.0,0.0097216675,27.89,239.2,57.85,31.4,0.0,526:529
76.0,224.0,72.0,115.0,625.79,0.6,-11.637381,166.95952,10.78,30.0,0.009854841,28.14,239.5,57.78,31.4,0.0,532
77.0,223.0,71.0,115.0,636.4,0.6,-11.6374445,166.9596,10.72,30.0,0.009988015,28.36,240.3,57.89,31.4,0.0,528:527:527
78.0,225.0,70.0,115.0,647.0,0.6,-11.637512,166.95966,10.66,31.0,0.010121188,28.57,241.2,58.03,31.4,0.0,531
79.0,224.0,69.0,115.0,657.5,0.6,-11.637582,166.95973,10.7,31.0,0.010254362,28.61,243.5,58.42,31.4,0.0,527:523
80.0,226.0,68.0,115.0,668.0,0.6,-11.637656,166.9598,10.58,32.0,0.010387535,28.58,246.4,58.91,31.4,0.0,519:465
81.0,227.0,70.0,115.0,678.4,0.6,-11.637732,166.95984,10.52,31.0,0.010520709,28.48,248.1,59.32,31.4,0.0,509:510
82.0,227.0,70.0,115.0,688.8,0.6,-11.63781,166.9599,10.48,31.0,0.010653882,28.17,246.9,59.49,31.4,0.0,509:510
83.0,226.0,70.0,116.0,699.2,0.6,-11.63789,166.95995,10.44,31.0,0.010787056,27.82,247.6,59.9,31.4,0.0,628:518
84.0,227.0,71.0,115.0,709.5,0.6,-11.637971,166.95999,10.4,31.0,0.010920229,27.42,251.8,60.74,31.4,0.0,1044
85.0,226.0,71.0,114.0,719.8,0.6,-11.638053,166.96004,10.36,30.0,0.011053403,27.02,250.5,60.53,31.4,0.0,521
86.0,226.0,72.0,113.0,730.1,0.6,-11.638135,166.96008,10.34,30.0,0.011186576,26.63,247.9,60.07,31.45,0.0,522:521:517
87.0,225.0,71.0,114.0,740.4,0.6,-11.638218,166.96013,10.32,30.0,0.01131975,26.45,248.0,60.23,31.4,0.0,510:514
88.0,225.0,70.0,114.0,750.6,0.6,-11.638301,166.96017,10.28,31.0,0.0114529235,26.27,248.0,60.39,31.4,0.0,514
89.0,227.0,70.0,114.0,760.8,0.6,-11.638385,166.9602,10.26,31.0,0.011586097,26.09,248.1,60.55,31.4,0.0,518:518
90.0,227.0,71.0,115.0,771.0,0.6,-11.63847,166.96024,10.24,31.0,0.011719271,25.91,248.2,60.72,31.4,0.0,518:513
91.0,229.0,71.0,117.0,781.2,0.6,-11.638555,166.96028,10.22,31.0,0.011852444,25.6,246.6,60.46,31.4,0.0,513:512
92.0,227.0,74.0,117.0,791.3,0.6,-11.63864,166.96031,10.18,29.0,0.011985618,25.28,244.8,60.16,31.4,0.0,519:517
93.0,226.0,74.0,117.0,801.5,0.6,-11.638725,166.96034,10.18,29.0,0.012118791,25.06,244.0,60.03,31.4,0.0,1029:517
94.0,224.0,75.0,115.0,811.7,0.6,-11.638812,166.96037,10.18,29.0,0.012251965,24.95,244.3,60.08,31.4,0.0,517
95.0,224.0,75.0,115.0,821.9,0.6,-11.6389,166.9604,10.18,29.0,0.012385137,24.84,244.6,60.13,31.4,0.0,515:509
96.0,225.0,74.0,116.0,832.1,0.6,-11.6389885,166.96043,10.18,29.0,0.012518311,24.76,244.7,60.1,31.4,0.0,509:509
97.0,226.0,74.0,116.0,842.3,0.8,-11.639078,166.96045,10.2,29.0,0.012651484,24.74,244.3,59.95,31.4,0.0,513:515
98.0,228.0,73.0,116.0,852.3,0.8,-11.639165,166.96048,10.16,30.0,0.012784658,24.72,243.8,59.79,31.45,0.0,513:513
99.0,227.0,74.0,117.0,862.3,1.0,-11.639253,166.96051,10.12,29.0,0.012917832,24.7,243.4,59.63,31.45,0.0,509:509
100.0,226.0,75.0,117.0,872.3,1.0,-11.63934,166.96053,10.08,29.0,0.013051005,24.68,243.0,59.47,31.4,0.0,504:508
101.0,224.0,76.0,116.0,882.4,0.8,-11.639428,166.96056,10.06,28.0,0.013184179,24.63,242.6,59.31,31.4,0.0,512:517
102.0,225.0,76.0,116.0,892.6,0.8,-11.639517,166.96057,10.06,28.0,0.013317352,24.57,242.1,59.15,31.4,0.0,517
103.0,224.0,74.0,116.0,903.0,0.6,-11.639609,166.96059,10.14,29.0,0.013450526,24.51,241.6,58.98,31.4,0.0,515:513
104.0,225.0,74.0,117.0,913.6,0.2,-11.639703,166.9606,10.26,29.0,0.013583699,24.45,241.0,58.83,31.4,0.0,518:519:515
105.0,226.0,74.0,117.0,924.5,-0.2,-11.639801,166.96063,10.44,29.0,0.013716873,24.38,240.3,58.68,31.4,0.0,515:521
106.0,224.0,74.0,117.0,935.7,-0.6,-11.6399,166.96065,10.66,29.0,0.013850046,24.32,239.7,58.54,31.4,0.0,522
107.0,229.0,74.0,117.0,947.1,-1.0,-11.640001,166.96066,10.9,30.0,0.01398322,24.24,239.2,58.41,31.4,0.0,518:515
108.0,227.0,75.0,117.0,958.7,-1.4,-11.640105,166.96068,11.14,29.0,0.014116393,24.14,238.9,58.3,31.4,0.0,514:517
109.0,223.0,77.0,118.0,970.6,-1.6,-11.64021,166.9607,11.4,28.0,0.014249567,24.03,239.2,58.34,31.4,0.0,524:524
110.0,224.0,76.0,118.0,982.7,-2.0,-11.640318,166.96072,11.64,28.0,0.0143827405,23.92,240.3,58.57,31.4,0.0,524:517
111.0,224.0,74.0,117.0,995.0,-2.4,-11.640427,166.96074,11.86,29.0,0.014515914,23.82,241.4,58.8,31.4,0.0,532:527
112.0,228.0,74.0,116.0,1007.6,-3.0,-11.640539,166.96075,12.1,29.0,0.014649088,23.71,242.4,59.03,31.4,0.0,524:521
113.0,224.0,75.0,116.0,1020.3,-3.4,-11.640652,166.96078,12.32,29.0,0.014782261,23.56,242.0,58.84,31.4,0.0,518:521
114.0,225.0,75.0,116.0,1033.3,-3.8,-11.640767,166.9608,12.54,29.0,0.014915435,23.39,241.0,58.47,31.4,0.0,524:529
115.0,224.0,74.0,116.0,1046.4,-4.2,-11.640884,166.96083,12.74,29.0,0.015048608,23.23,239.9,58.09,31.4,0.0,1069
116.0,227.0,75.0,116.0,1059.8,-4.6,-11.641003,166.96085,12.96,29.0,0.015181782,23.06,238.9,57.74,31.4,0.0,531:537
117.0,224.0,76.0,116.0,1073.3,-5.0,-11.641123,166.96086,13.14,28.0,0.015314955,22.92,236.9,57.85,31.4,0.0,536
118.0,224.0,75.0,115.0,1086.8,-5.6,-11.641244,166.96089,13.3,29.0,0.015448129,22.78,235.0,57.97,31.4,0.0,533:538
119.0,224.0,74.0,115.0,1100.4,-5.8,-11.641363,166.96092,13.42,29.0,0.015581302,22.69,235.7,58.44,31.4,0.0,537:532
120.0,227.0,73.0,114.0,1113.9,-5.8,-11.641481,166.96095,13.5,30.0,0.015714476,22.6,236.4,58.92,31.4,0.0,540:540
121.0,225.0,74.0,114.0,1127.3,-6.0,-11.641598,166.96098,13.5,29.0,0.01584765,22.68,238.4,59.22,31.4,0.0,537:535
122.0,226.0,76.0,115.0,1140.5,-6.0,-11.641714,166.96101,13.44,28.0,0.015980823,22.76,240.4,59.51,31.4,0.0,537:546
123.0,222.0,74.0,115.0,1153.5,-6.0,-11.641829,166.96103,13.34,29.0,0.015980823,22.85,242.5,59.8,31.4,0.0,550
124.0,227.0,74.0,113.0,1166.3,-5.8,-11.641941,166.96106,13.18,29.0,0.016113997,23.1,246.0,60.24,31.4,0.0,550:546
125.0,227.0,74.0,112.0,1178.8,-5.8,-11.642049,166.9611,12.98,29.0,0.01624717,23.51,250.9,60.81,31.4,0.0,551:552
126.0,223.0,74.0,112.0,1191.2,-5.8,-11.642154,166.96114,12.78,29.0,0.016380344,23.82,254.4,61.28,31.4,0.0,550:555
127.0,223.0,74.0,112.0,1203.3,-5.6,-11.642254,166.96118,12.56,29.0,0.016513517,24.04,256.4,61.65,31.4,0.0,555:549
128.0,229.0,74.0,111.0,1215.3,-5.6,-11.642349,166.96124,12.36,30.0,0.01664669,24.25,258.4,62.02,31.4,0.0,555:559
129.0,225.0,73.0,111.0,1227.0,-5.6,-11.642439,166.96129,12.14,29.0,0.016779864,24.46,260.4,62.39,31.4,0.0,558:551
130.0,226.0,74.0,112.0,1238.59,-5.6,-11.642523,166.96136,11.96,29.0,0.016913038,24.8,262.4,62.52,31.4,0.0,560
131.0,227.0,74.0,112.0,1250.09,-5.4,-11.6426,166.96143,11.78,29.0,0.017046211,25.14,264.5,62.62,31.4,0.0,563:555
132.0,224.0,74.0,110.0,1261.59,-5.4,-11.642668,166.9615,11.66,29.0,0.017179385,25.75,260.0,60.45,31.4,0.0,552
133.0,225.0,75.0,109.0,1272.8,-5.4,-11.642729,166.9616,11.5,29.0,0.017312558,26.17,256.4,59.52,31.4,0.0,555:559:565
134.0,226.0,73.0,109.0,1284.09,-5.4,-11.642783,166.96167,11.42,30.0,0.017445732,26.53,253.3,59.03,31.4,0.0,
135.0,225.0,72.0,109.0,1295.2,-5.4,-11.642833,166.96176,11.32,30.0,0.017578905,26.78,252.4,58.82,31.4,0.0,568:1129
136.0,226.0,72.0,108.0,1306.3,-5.4,-11.642879,166.96185,11.24,30.0,0.017712079,26.98,252.4,58.71,31.4,0.0,564:560
137.0,226.0,73.0,108.0,1317.3,-5.4,-11.642922,166.96194,11.14,30.0,0.017845253,27.19,252.4,58.61,31.4,0.0,561:558
138.0,224.0,74.0,108.0,1328.2,-5.4,-11.642963,166.96204,11.08,29.0,0.017978426,27.44,249.6,58.48,31.4,0.0,552
139.0,227.0,72.0,107.0,1339.0,-5.4,-11.643004,166.96213,10.98,30.0,0.0181116,27.69,246.6,58.37,31.4,0.0,556:558
140.0,225.0,73.0,107.0,1349.8,-5.4,-11.6430435,166.96222,10.92,29.0,0.018244773,27.96,244.1,58.41,31.4,0.0,556:545
141.0,227.0,73.0,108.0,1360.6,-5.4,-11.643083,166.96231,10.86,30.0,0.018377947,28.16,242.7,58.4,31.4,0.0,1103
142.0,226.0,73.0,108.0,1371.3,-5.4,-11.643122,166.9624,10.8,30.0,0.01851112,28.28,242.7,58.31,31.4,0.0,563:564
143.0,225.0,74.0,106.0,1381.9,-5.4,-11.643163,166.96248,10.74,29.0,0.018644294,28.37,243.0,58.31,31.4,0.0,564:558
144.0,227.0,73.0,106.0,1392.5,-5.4,-11.643207,166.96257,10.7,30.0,0.018777467,28.45,243.6,58.4,31.4,0.0,550
145.0,227.0,73.0,106.0,1403.0,-5.4,-11.643254,166.96266,10.64,30.0,0.01891064,28.49,243.8,58.49,31.4,0.0,547:549
146.0,224.0,74.0,107.0,1413.5,-5.4,-11.643304,166.96274,10.58,29.0,0.019043814,28.45,243.1,58.55,31.4,0.0,1088
147.0,227.0,74.0,107.0,1424.0,-5.4,-11.643359,166.96281,10.54,29.0,0.019176988,28.42,242.4,58.62,31.4,0.0,540:541
148.0,224.0,74.0,108.0,1434.4,-5.4,-11.643421,166.96289,10.5,29.0,0.019310161,28.38,241.6,58.69,31.4,0.0,546:547
149.0,225.0,73.0,108.0,1444.8,-5.4,-11.643487,166.96295,10.46,29.0,0.019443335,28.3,238.8,58.72,31.4,0.0,541
150.0,227.0,72.0,109.0,1455.2,-5.4,-11.643556,166.96301,10.44,30.0,0.019576509,28.17,236.2,58.79,31.4,0.0,540:545
151.0,225.0,72.0,107.0,1465.5,-5.4,-11.643628,166.96307,10.4,30.0,0.019709682,27.94,236.3,59.04,31.4,0.0,545:541
152.0,225.0,72.0,107.0,1475.8,-5.4,-11.643701,166.96313,10.36,30.0,0.019842856,27.78,238.4,59.22,31.4,0.0,537:537
153.0,226.0,73.0,108.0,1486.1,-5.4,-11.643777,166.9632,10.34,30.0,0.01997603,27.65,241.1,59.38,31.4,0.0,542:545
154.0,227.0,72.0,109.0,1496.3,-5.4,-11.643854,166.96324,10.3,30.0,0.020109203,27.54,240.5,59.2,31.4,0.0,542:544
155.0,227.0,73.0,109.0,1506.5,-5.4,-11.643933,166.96329,10.26,30.0,0.020242376,27.42,239.5,58.98,31.4,0.0,546
156.0,225.0,74.0,111.0,1516.8,-5.4,-11.644014,166.96333,10.26,29.0,0.02037555,27.31,238.5,58.76,31.4,0.0,550:546
157.0,227.0,75.0,111.0,1527.0,-5.4,-11.644097,166.96338,10.24,29.0,0.020508723,27.18,237.6,58.53,31.4,0.0,542:540
158.0,225.0,77.0,110.0,1537.4,-5.4,-11.644183,166.96341,10.26,28.0,0.020641897,26.99,237.5,58.29,31.4,0.0,546:554
159.0,225.0,76.0,110.0,1547.7,-5.4,-11.644272,166.96344,10.28,28.0,0.02077507,26.8,237.4,58.05,31.4,0.0,558:561
160.0,224.0,76.0,110.0,1558.1,-5.4,-11.644363,166.96347,10.32,28.0,0.020908244,26.61,237.2,57.87,31.4,0.0,556:552
161.0,226.0,75.0,111.0,1568.4,-5.4,-11.644454,166.96349,10.32,29.0,0.021041417,26.41,236.5,57.78,31.4,0.0,555:556
162.0,228.0,76.0,111.0,1578.8,-5.4,-11.644547,166.9635,10.36,29.0,0.021174591,26.21,235.9,57.7,31.4,0.0,550
163.0,227.0,76.0,111.0,1589.1,-5.4,-11.64464,166.9635,10.34,29.0,0.021307765,26.0,237.2,58.04,31.35,0.0,551:552
164.0,221.0,79.0,110.0,1599.4,-5.4,-11.644733,166.96352,10.34,27.0,0.021307765,25.79,239.6,58.64,31.4,0.0,551
165.0,222.0,77.0,110.0,1609.7,-5.4,-11.644826,166.96352,10.32,28.0,0.021307765,25.59,241.7,59.15,31.4,0.0,1093:547
166.0,227.0,74.0,110.0,1620.0,-5.4,-11.644918,166.9635,10.32,29.0,0.021440938,25.46,241.8,59.0,31.4,0.0,550
167.0,227.0,73.0,109.0,1630.3,-5.4,-11.64501,166.96349,10.3,30.0,0.021574112,25.32,241.9,58.86,31.4,0.0,560:561
168.0,224.0,74.0,108.0,1640.5,-5.4,-11.645101,166.96347,10.28,29.0,0.021707285,25.21,241.6,58.75,31.4,0.0,560:558
169.0,227.0,75.0,108.0,1650.8,-5.4,-11.645191,166.96344,10.28,29.0,0.021840459,25.12,241.1,58.67,31.35,0.0,563:563
170.0,228.0,74.0,108.0,1661.1,-5.4,-11.645279,166.96341,10.28,29.0,0.021973632,25.05,240.4,58.52,31.35,0.0,560
171.0,226.0,75.0,108.0,1671.5,-5.4,-11.645364,166.96338,10.3,29.0,0.022106806,25.0,239.5,58.3,31.35,0.0,560:559
172.0,223.0,76.0,109.0,1681.8,-5.4,-11.645448,166.96333,10.3,28.0,0.02223998,24.95,238.7,58.09,31.35,0.0,558:555
173.0,225.0,75.0,109.0,1692.2,-5.4,-11.645531,166.96329,10.34,29.0,0.022373153,24.9,237.8,57.87,31.35,0.0,551:552
174.0,225.0,75.0,109.0,1702.6,-5.4,-11.64561,166.96324,10.36,29.0,0.022506326,24.82,239.2,57.98,31.35,0.0,551:547
175.0,226.0,74.0,109.0,1713.0,-5.4,-11.645686,166.96318,10.38,29.0,0.0226395,24.69,242.6,58.38,31.35,0.0,546:547
176.0,224.0,74.0,108.0,1723.4,-5.4,-11.645761,166.96312,10.38,29.0,0.022772674,24.59,244.1,58.28,31.35,0.0,546:540
177.0,225.0,73.0,107.0,1733.9,-5.4,-11.64583,166.96306,10.42,29.0,0.022905847,24.51,243.2,57.58,31.35,0.0,538
178.0,228.0,73.0,107.0,1744.4,-5.4,-11.645896,166.963,10.44,30.0,0.02303902,24.43,242.8,57.25,31.35,0.0,
179.0,227.0,75.0,107.0,1755.1,-5.4,-11.64596,166.96292,10.5,29.0,0.023172194,24.34,242.6,57.21,31.35,0.0,1651:558
180.0,227.0,76.0,107.0,1765.9,-5.4,-11.646024,166.96284,10.58,29.0,0.023305368,24.26,242.5,57.18,31.35,0.0,555:550
181.0,225.0,77.0,108.0,1776.7,-5.4,-11.646088,166.96277,10.66,28.0,0.023438541,24.17,242.4,57.14,31.35,0.0,547
182.0,225.0,76.0,108.0,1787.5,-5.4,-11.646148,166.96269,10.72,28.0,0.023571715,23.98,241.9,56.82,31.35,0.0,1105
183.0,226.0,76.0,108.0,1798.3,-5.4,-11.646206,166.96262,10.78,28.0,0.023704888,23.75,241.4,56.42,31.35,0.0,551:547
184.0,226.0,78.0,109.0,1809.2,-5.4,-11.646264,166.96252,10.82,28.0,0.023838062,23.6,239.9,56.12,31.35,0.0,545:540
185.0,223.0,77.0,110.0,1820.0,-5.4,-11.646321,166.96245,10.82,28.0,0.023971235,23.49,237.9,55.89,31.35,0.0,537:541
186.0,226.0,76.0,111.0,1830.7,-5.4,-11.646378,166.96237,10.8,28.0,0.024104409,23.41,238.5,55.88,31.35,0.0,542:541
