time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,torque,PercentageinZ2,smo2,THb,TymeBreathRate,tidal_volume,TymeVentilation,hrv
4141.0,284.0,73.0,136.0,40367.6,67.2,-10.776557,165.82999,10.02,37.0,0.40830764,60.29600000000001,72.50300000000001,28.49,254.6,79.14,439:442:437
4142.0,282.0,74.0,136.0,40377.69,67.2,-10.77664,165.83003,10.02,36.0,0.40848902,60.42,69.963,28.41,253.9,78.78,437
4143.0,283.0,73.0,136.0,40387.69,67.2,-10.776725,165.83006,10.0,37.0,0.40867043,60.608,72.151,28.34,253.2,78.42,444:441:441
4144.0,282.0,72.0,136.0,40397.69,67.0,-10.776812,165.8301,10.02,37.0,0.4088518,60.772000000000006,74.15299999999999,28.26,252.4,78.05,439:441
4145.0,282.0,71.0,136.0,40407.69,67.0,-10.776899,165.83011,10.02,38.0,0.4090332,60.491,74.06500000000001,28.12,251.2,77.8,439:878
4146.0,284.0,70.0,136.0,40417.6,67.0,-10.776986,165.83012,10.0,39.0,0.4092146,60.251999999999995,74.09,27.98,249.9,77.56,439:437
4147.0,289.0,70.0,136.0,40427.4,67.0,-10.777073,165.83015,9.94,39.0,0.40939596,60.291999999999994,73.31899999999999,27.92,249.1,77.44,439:441
4148.0,290.0,72.0,137.0,40437.1,67.0,-10.777157,165.83018,9.88,38.0,0.40957737,60.584,74.316,27.95,248.8,77.45,437:439:442
4149.0,283.0,73.0,137.0,40446.8,67.2,-10.777238,165.83022,9.82,37.0,0.40975875,61.086,74.375,27.97,248.5,77.46,442:442
4150.0,284.0,73.0,136.0,40456.5,67.0,-10.777316,165.83025,9.76,37.0,0.40994015,61.745999999999995,75.74600000000001,28.0,248.2,77.48,439:435
4151.0,288.0,72.0,136.0,40466.19,67.0,-10.777395,165.83029,9.72,38.0,0.41012153,62.388,76.565,28.02,247.9,77.49,446:442:442
4152.0,289.0,74.0,136.0,40475.9,66.8,-10.777479,165.8303,9.7,37.0,0.4103029,62.92700000000001,76.6,28.05,247.7,77.54,441:437
4153.0,285.0,75.0,136.0,40485.6,66.8,-10.777565,165.83034,9.7,36.0,0.4104843,63.27,78.62100000000001,28.13,248.2,78.01,442:439
4154.0,281.0,74.0,136.0,40495.4,66.8,-10.777653,165.83034,9.72,36.0,0.4106657,63.759,81.81,28.21,248.7,78.47,439:442
4155.0,287.0,74.0,136.0,40505.0,66.8,-10.777738,165.83032,9.7,37.0,0.4108471,64.26499999999999,80.861,28.31,248.5,78.31,441:437
4156.0,284.0,74.0,136.0,40514.5,67.2,-10.77781,165.83026,9.66,37.0,0.41102847,64.507,81.559,28.44,247.3,77.37,442:439:441
4157.0,286.0,75.0,136.0,40523.69,67.4,-10.777871,165.83022,9.56,36.0,0.41120988,64.756,81.19199999999998,28.58,246.5,76.93,437:444
4158.0,287.0,75.0,136.0,40532.69,67.4,-10.777928,165.83015,9.42,37.0,0.41139126,64.79100000000001,80.923,28.74,245.9,76.71,442:441
4159.0,286.0,76.0,135.0,40541.69,67.4,-10.777986,165.8301,9.26,36.0,0.41157264,64.422,79.61600000000001,29.04,245.6,76.9,435:442
4160.0,283.0,78.0,136.0,40550.69,67.4,-10.778043,165.83003,9.14,35.0,0.41175404,63.64,80.34,29.26,246.0,77.32,444:442:437
4161.0,283.0,78.0,136.0,40559.8,67.2,-10.778101,165.82997,9.06,35.0,0.41193542,62.41200000000001,79.711,29.39,247.2,77.99,442:442
4162.0,282.0,78.0,136.0,40569.1,67.0,-10.778157,165.82991,9.08,35.0,0.41211683,61.068000000000005,80.237,29.53,248.4,78.67,439:439
4163.0,285.0,75.0,136.0,40578.6,66.8,-10.778215,165.82985,9.18,36.0,0.4122982,59.676,79.804,29.67,249.4,78.46,442:442
4164.0,283.0,74.0,136.0,40588.4,66.6,-10.778274,165.82979,9.34,37.0,0.41247958,58.081,80.082,29.83,250.1,78.23,442:439:442
4165.0,287.0,74.0,136.0,40598.4,66.4,-10.778335,165.82971,9.54,37.0,0.412661,56.946000000000005,79.917,30.24,248.1,77.9,442:442
4166.0,288.0,75.0,136.0,40608.6,66.2,-10.778398,165.82965,9.76,37.0,0.41284236,56.109,79.349,30.65,249.0,78.42,442:435:444
4167.0,286.0,77.0,136.0,40619.0,66.0,-10.778463,165.82957,9.98,35.0,0.41302377,55.331,79.176,31.12,250.1,78.9,442:435
4168.0,284.0,79.0,136.0,40629.5,65.8,-10.778528,165.82951,10.18,34.0,0.41320515,54.515,78.559,31.67,251.4,79.31,441:437
4169.0,281.0,79.0,136.0,40640.1,65.8,-10.778594,165.82944,10.34,34.0,0.41338655,53.714,79.977,32.16,253.3,79.74,433:442
4170.0,287.0,78.0,136.0,40650.8,65.8,-10.778663,165.82938,10.48,35.0,0.41356793,53.044,79.24699999999999,32.63,255.3,80.17,437:437:439
4171.0,283.0,77.0,136.0,40661.4,65.8,-10.778742,165.82932,10.56,35.0,0.4137493,52.593,78.37000000000002,33.28,254.5,80.29,433:442
4172.0,287.0,78.0,136.0,40672.1,65.8,-10.778833,165.82928,10.62,35.0,0.4139307,52.358,79.60399999999998,33.83,252.8,80.09,437:439
4173.0,285.0,78.0,136.0,40682.69,65.8,-10.77893,165.82928,10.64,35.0,0.4141121,52.235,80.176,34.19,250.2,79.43,437
4174.0,286.0,80.0,136.0,40693.3,65.8,-10.779026,165.82928,10.64,34.0,0.4142935,52.223,79.986,34.55,247.5,78.79,435:439:437
4175.0,288.0,81.0,136.0,40704.0,65.8,-10.779118,165.82927,10.64,34.0,0.41447487,52.321000000000005,79.987,34.85,243.6,78.45,435:439:437
4176.0,284.0,82.0,136.0,40714.69,65.8,-10.779203,165.82921,10.66,33.0,0.41465628,52.483,84.715,35.13,239.8,78.15,437:437
4177.0,287.0,82.0,137.0,40725.5,65.8,-10.779284,165.82916,10.68,33.0,0.41483766,52.611,84.39700000000002,35.25,237.4,78.43,439:437
4178.0,283.0,83.0,137.0,40736.19,65.8,-10.7793665,165.82912,10.7,33.0,0.41501904,53.245000000000005,82.498,35.25,235.5,78.98,437:437:437
4179.0,283.0,83.0,137.0,40747.0,65.6,-10.779458,165.82907,10.74,33.0,0.41520044,54.362,83.321,35.21,235.0,79.72,441:439
4180.0,284.0,82.0,137.0,40757.9,65.4,-10.779555,165.82906,10.78,33.0,0.41538182,55.50500000000001,81.831,35.23,236.2,80.55,437:437
4181.0,281.0,81.0,137.0,40768.8,65.4,-10.779653,165.82906,10.82,33.0,0.41556323,56.395999999999994,81.457,35.21,236.2,81.04,882:439
4182.0,284.0,79.0,137.0,40779.9,65.2,-10.779751,165.82903,10.88,34.0,0.4157446,57.036,83.05199999999999,35.16,235.8,81.42,437:444
4183.0,283.0,78.0,137.0,40791.0,65.0,-10.779843,165.829,10.96,35.0,0.41592598,57.443000000000005,81.106,35.04,235.8,81.65,442:439
4184.0,284.0,78.0,137.0,40802.19,65.0,-10.779919,165.82892,11.04,35.0,0.4161074,57.758,82.26900000000002,34.85,236.0,81.74,441:439:441
4185.0,286.0,77.0,137.0,40813.5,64.8,-10.779981,165.82884,11.12,35.0,0.41628876,58.117999999999995,81.911,34.61,235.7,81.66,439:441
4186.0,281.0,78.0,137.0,40824.9,64.6,-10.78004,165.82875,11.22,34.0,0.41647017,58.480999999999995,81.923,34.38,235.1,81.5,439:442
4187.0,283.0,77.0,137.0,40836.3,64.6,-10.780112,165.82867,11.28,35.0,0.41665155,58.811,82.88399999999999,34.28,234.5,81.34,442:439
4188.0,287.0,75.0,137.0,40847.6,64.8,-10.78021,165.82866,11.32,37.0,0.41683295,59.096,82.21199999999999,34.23,234.8,81.45,437:444
4189.0,286.0,75.0,137.0,40858.8,64.8,-10.780311,165.82866,11.32,36.0,0.41701433,59.33299999999999,81.401,34.24,235.8,81.79,441:439:435
4190.0,288.0,77.0,137.0,40869.8,65.0,-10.78041,165.82867,11.26,36.0,0.4171957,59.535,81.994,34.25,236.7,81.97,442:442
4191.0,287.0,79.0,136.0,40880.6,65.2,-10.780508,165.82867,11.14,35.0,0.4173771,59.65,81.88000000000001,34.31,236.9,81.48,439:437
4192.0,281.0,80.0,136.0,40891.19,65.4,-10.780604,165.82869,10.98,34.0,0.4175585,59.730999999999995,80.972,34.31,237.6,81.25,441:439
4193.0,282.0,79.0,136.0,40901.69,65.6,-10.780699,165.82869,10.82,34.0,0.4177399,59.813,80.042,34.26,238.7,81.29,437:442:442
4194.0,284.0,77.0,136.0,40912.1,65.6,-10.780792,165.82869,10.66,35.0,0.41792127,59.931,81.16599999999998,34.18,238.6,80.8,437
4195.0,287.0,76.0,136.0,40922.3,65.8,-10.780884,165.82869,10.5,36.0,0.41810265,60.06,80.586,34.1,238.1,80.21,885:442
4196.0,292.0,77.0,136.0,40932.4,65.8,-10.780966,165.82864,10.36,36.0,0.41828406,60.129,79.56099999999999,34.12,238.5,80.42,442:439
4197.0,288.0,80.0,136.0,40942.69,65.6,-10.781033,165.82858,10.3,34.0,0.41846544,60.13100000000001,80.02900000000001,34.13,238.8,80.63,439:442:442
4198.0,286.0,83.0,136.0,40953.19,65.4,-10.781077,165.82849,10.3,33.0,0.41864684,60.169,80.051,34.12,238.3,80.08,437:446
4199.0,283.0,83.0,136.0,40963.8,65.4,-10.781081,165.8284,10.34,33.0,0.41882822,60.238,79.14199999999998,34.11,237.4,79.39,885:439
4200.0,281.0,82.0,136.0,40974.5,65.2,-10.781042,165.82831,10.44,33.0,0.41900963,60.28499999999999,78.432,34.04,233.9,78.52,442:442
4201.0,282.0,80.0,136.0,40985.3,65.0,-10.780987,165.82823,10.58,34.0,0.419191,60.303999999999995,80.32300000000001,33.97,231.0,77.98,439:444
4202.0,283.0,79.0,136.0,40996.19,65.0,-10.780928,165.82814,10.7,34.0,0.41937238,60.247,77.838,33.91,234.4,80.53,442:442
4203.0,285.0,78.0,136.0,41007.1,64.8,-10.78087,165.82806,10.78,35.0,0.4195538,60.104000000000006,80.745,33.98,236.8,81.33,439:442
4204.0,282.0,78.0,136.0,41018.19,64.6,-10.780814,165.82799,10.88,35.0,0.41973516,59.847,80.852,34.05,239.1,81.81,439:446:444
4205.0,280.0,76.0,136.0,41029.4,64.4,-10.780797,165.82788,10.98,35.0,0.41991657,59.70700000000001,78.969,34.05,241.5,81.86,885
4206.0,285.0,74.0,136.0,41040.6,64.4,-10.780851,165.8278,11.06,37.0,0.42009795,59.68300000000001,78.8,34.02,243.2,81.75,446:444
4207.0,286.0,74.0,135.0,41051.69,64.6,-10.780936,165.82774,11.1,37.0,0.42027935,59.788,79.777,33.92,241.5,80.9,439:437
4208.0,285.0,75.0,135.0,41062.69,64.8,-10.781028,165.8277,11.12,36.0,0.42046073,60.11899999999999,79.27599999999998,33.8,239.5,80.28,446:444:444
4209.0,289.0,76.0,135.0,41073.6,64.8,-10.78112,165.82767,11.08,36.0,0.4206421,60.451,78.92200000000001,33.64,237.1,80.04,439:446
4210.0,287.0,79.0,135.0,41084.4,64.8,-10.781207,165.82762,11.0,35.0,0.4208235,60.641000000000005,79.994,33.65,238.4,80.94,446:444
4211.0,281.0,79.0,136.0,41095.19,64.8,-10.78128,165.82756,10.92,34.0,0.4210049,60.706,79.45899999999999,33.67,240.5,81.79,442:437
4212.0,282.0,78.0,136.0,41106.0,64.8,-10.781356,165.8275,10.86,35.0,0.4211863,60.657,78.498,33.64,242.7,82.07,448:444
4213.0,285.0,76.0,135.0,41116.9,64.6,-10.781449,165.82747,10.84,36.0,0.42136768,60.52900000000001,77.461,33.62,244.2,82.21,444:441:448
4214.0,289.0,77.0,135.0,41127.8,64.6,-10.781548,165.82745,10.84,36.0,0.42154905,60.388,79.76599999999999,33.6,244.7,82.14,446:444
4215.0,286.0,80.0,136.0,41138.8,64.4,-10.781646,165.82747,10.88,34.0,0.42173046,60.274,78.976,33.58,245.1,82.07,442:446
4216.0,280.0,79.0,135.0,41149.8,64.4,-10.781745,165.82748,10.92,34.0,0.42191184,60.13099999999999,77.626,33.6,247.2,82.46,448:448:446
4217.0,285.0,78.0,135.0,41160.9,64.4,-10.781844,165.8275,10.98,35.0,0.42209324,59.98900000000001,80.159,33.61,249.1,82.78,444:449
4218.0,287.0,78.0,135.0,41172.19,64.2,-10.781945,165.8275,11.06,35.0,0.42227462,59.928999999999995,79.197,33.62,250.0,82.83,446:446
4219.0,285.0,78.0,135.0,41183.6,64.2,-10.782046,165.82748,11.16,35.0,0.42245603,59.976,79.647,33.62,250.3,82.79,446:444:437
4220.0,282.0,79.0,135.0,41195.4,63.8,-10.782145,165.82744,11.32,34.0,0.4226374,60.151,79.39099999999999,33.57,249.3,82.59,451:446
4221.0,282.0,78.0,135.0,41207.3,63.6,-10.782237,165.8274,11.5,35.0,0.42281878,60.387,79.08999999999999,33.56,248.6,82.58,444:442
4222.0,285.0,77.0,135.0,41219.5,63.4,-10.782308,165.8273,11.72,35.0,0.4230002,60.532,78.47999999999999,33.57,248.3,82.74,442:448
4223.0,284.0,76.0,135.0,41231.69,63.2,-10.7823305,165.8272,11.9,36.0,0.42318156,60.527,78.16300000000001,33.59,247.7,82.87,446:444
4224.0,288.0,76.0,134.0,41243.69,63.2,-10.7823305,165.82709,12.02,36.0,0.42336297,60.53799999999999,79.44599999999998,33.63,246.8,82.98,442:441:442
4225.0,284.0,77.0,134.0,41255.69,63.4,-10.782327,165.82698,12.06,35.0,0.42354435,60.548,78.42699999999999,33.61,247.0,83.16,439:435
4226.0,285.0,77.0,134.0,41267.5,63.4,-10.782323,165.82687,12.04,35.0,0.42372575,60.55799999999999,78.215,33.59,247.5,83.37,441:437
4227.0,284.0,77.0,134.0,41279.3,63.4,-10.782319,165.82675,11.96,35.0,0.42390713,60.475999999999985,80.28,33.56,251.2,84.77,432:435
4228.0,286.0,77.0,135.0,41291.1,63.4,-10.782316,165.82664,11.88,35.0,0.4240885,60.323,78.86099999999999,33.55,257.2,86.84,435:439:432
4229.0,282.0,78.0,135.0,41302.69,63.4,-10.782313,165.82655,11.8,35.0,0.4242699,60.235,77.89399999999998,33.59,262.3,87.16,437:435
4230.0,282.0,77.0,135.0,41314.3,63.2,-10.782321,165.82645,11.72,35.0,0.4244513,60.235,77.53999999999999,33.57,260.6,86.43,432:432:428
4231.0,284.0,76.0,135.0,41325.9,63.2,-10.782361,165.82634,11.68,36.0,0.4246327,60.22300000000001,79.775,33.55,258.9,85.7,430:430
4232.0,285.0,76.0,135.0,41337.5,63.2,-10.782432,165.82626,11.64,36.0,0.42481408,60.146,80.326,33.45,257.2,85.34,428:421
4233.0,284.0,76.0,136.0,41349.1,63.2,-10.7825165,165.8262,11.6,36.0,0.42499545,59.835,80.583,33.35,255.5,84.98,432:430:428
4234.0,284.0,75.0,137.0,41360.5,63.2,-10.782602,165.82614,11.56,36.0,0.42517686,59.763,80.607,33.24,255.1,85.09,423:426
4235.0,286.0,75.0,138.0,41371.9,63.4,-10.782688,165.82608,11.52,36.0,0.42535824,59.93499999999999,78.352,33.1,255.8,85.64,423:430
4236.0,284.0,75.0,138.0,41383.1,63.4,-10.782777,165.82603,11.44,36.0,0.42553964,60.218,77.244,33.22,257.0,86.05,426
4237.0,284.0,74.0,138.0,41394.1,63.6,-10.782868,165.826,11.32,37.0,0.42572102,60.451,76.116,33.29,257.2,85.95,428:851
4238.0,284.0,74.0,139.0,41405.1,63.6,-10.782963,165.82597,11.2,37.0,0.42590243,60.626999999999995,77.636,33.32,256.7,85.56,428:428:428
4239.0,283.0,73.0,139.0,41415.9,63.6,-10.783061,165.82596,11.08,37.0,0.4260838,60.699,76.874,33.36,256.2,85.17,423:428:426
4240.0,284.0,73.0,140.0,41426.8,63.6,-10.783158,165.82597,10.98,37.0,0.42626518,60.74499999999999,75.753,33.41,255.7,84.83,416:430
4241.0,290.0,72.0,140.0,41437.8,63.4,-10.783249,165.82602,10.94,38.0,0.4264466,60.746,75.54,33.56,255.8,84.81,426:423
4242.0,287.0,74.0,140.0,41449.0,63.2,-10.783332,165.82607,10.98,37.0,0.42662796,60.69,76.811,33.72,255.7,84.79,416:432
4243.0,281.0,76.0,141.0,41460.4,62.8,-10.783409,165.82614,11.06,35.0,0.42680937,60.642,75.67599999999999,33.91,255.0,84.72,425:423:421
4244.0,285.0,76.0,140.0,41472.0,62.4,-10.783485,165.82622,11.22,36.0,0.42699075,60.61,75.29400000000001,34.06,254.5,84.72,430:430
4245.0,287.0,75.0,140.0,41483.9,62.0,-10.783565,165.82628,11.42,37.0,0.42717212,60.551,74.77,34.1,254.9,84.91,426:425
4246.0,286.0,77.0,140.0,41496.0,61.6,-10.783657,165.82634,11.64,35.0,0.42735353,60.44,77.853,34.13,255.3,85.09,433:428:428
4247.0,281.0,77.0,140.0,41508.4,61.4,-10.783759,165.82639,11.88,35.0,0.4275349,60.225,77.353,34.14,256.7,85.46,425:864
4248.0,284.0,75.0,140.0,41520.8,61.0,-10.783869,165.82642,12.08,36.0,0.4277163,60.048,76.501,34.14,258.4,85.87,432
4249.0,283.0,75.0,141.0,41533.3,60.8,-10.783982,165.82642,12.26,36.0,0.4278977,59.919999999999995,75.79400000000001,34.2,259.9,85.77,430:432:435
4250.0,284.0,75.0,142.0,41545.8,60.8,-10.784093,165.82639,12.38,36.0,0.4280791,59.802,76.824,34.31,260.9,85.48,435:430
4251.0,285.0,74.0,141.0,41558.3,60.8,-10.784199,165.82635,12.46,37.0,0.42826048,59.736,75.394,34.4,260.8,85.87,423:437:435
4252.0,284.0,75.0,141.0,41570.6,60.8,-10.784292,165.8263,12.44,36.0,0.42844185,59.742,74.28900000000002,34.41,259.1,85.38,430:433
4253.0,289.0,74.0,140.0,41582.69,61.0,-10.784359,165.8262,12.38,37.0,0.42862326,59.718,76.086,34.41,256.9,84.6,433:430
4254.0,286.0,77.0,140.0,41594.6,61.2,-10.784399,165.8261,12.26,35.0,0.42880464,59.65999999999999,76.78299999999999,34.46,257.4,84.31,426:439
4255.0,286.0,79.0,140.0,41606.4,61.2,-10.784424,165.826,12.12,35.0,0.42898604,59.64699999999999,76.412,34.51,258.0,84.07,433:432:433
4256.0,283.0,80.0,139.0,41618.0,61.2,-10.784445,165.8259,11.94,34.0,0.42916742,59.653,76.51699999999998,34.57,258.7,84.09,425:439
4257.0,285.0,80.0,139.0,41629.5,61.2,-10.784466,165.82579,11.78,34.0,0.42934883,59.61999999999999,76.64699999999999,34.57,259.0,83.77,435:435
4258.0,282.0,79.0,139.0,41640.8,61.2,-10.784488,165.82568,11.62,34.0,0.4295302,59.536,78.589,34.51,258.6,83.08,428:439:435
4259.0,277.0,78.0,139.0,41651.9,61.2,-10.78451,165.82559,11.46,34.0,0.42971158,59.477,76.39500000000001,34.45,258.4,82.45,432:435
4260.0,286.0,75.0,138.0,41662.9,61.2,-10.784532,165.82549,11.3,36.0,0.429893,59.622,74.753,34.35,258.5,82.33,428:437
4261.0,286.0,74.0,138.0,41673.8,61.2,-10.784553,165.8254,11.16,37.0,0.43007436,59.928,75.439,34.38,257.4,82.17,435:430
4262.0,283.0,75.0,139.0,41684.5,61.2,-10.7845745,165.8253,11.0,36.0,0.43025577,60.166,74.41400000000002,34.44,256.1,82.0,428:437:435
4263.0,283.0,74.0,139.0,41695.19,61.2,-10.784609,165.82521,10.88,37.0,0.43043715,60.285,74.13499999999999,34.52,258.7,82.52,430:432:432
4264.0,289.0,75.0,138.0,41705.9,61.0,-10.784665,165.82513,10.8,37.0,0.43061852,60.366,75.03999999999999,34.49,260.6,82.79,437:435
4265.0,287.0,77.0,138.0,41716.69,61.0,-10.784736,165.82506,10.76,36.0,0.43079993,60.44,75.288,34.4,262.0,82.88,430:430
4266.0,283.0,79.0,138.0,41727.6,60.8,-10.784814,165.825,10.76,34.0,0.4309813,60.276,75.016,34.33,261.7,82.44,425:430
4267.0,280.0,78.0,138.0,41738.6,60.8,-10.784895,165.82494,10.82,34.0,0.43116271,59.943,74.34,34.28,261.0,81.87,437
4268.0,284.0,76.0,138.0,41749.6,60.8,-10.784978,165.82489,10.88,36.0,0.4313441,59.55200000000001,74.036,34.06,259.3,81.33,432:860
4269.0,281.0,75.0,138.0,41760.5,60.8,-10.785059,165.82483,10.92,36.0,0.4315255,59.361,73.696,33.78,257.1,80.82,861:428
4270.0,283.0,74.0,139.0,41771.3,61.0,-10.785133,165.82477,10.92,37.0,0.43170688,59.599,72.833,33.49,255.0,79.94,428:432
4271.0,288.0,73.0,139.0,41781.9,61.4,-10.785196,165.82469,10.86,38.0,0.43188825,59.73599999999999,73.422,33.19,252.9,79.03,861:430
4272.0,285.0,74.0,139.0,41792.3,61.6,-10.785239,165.8246,10.74,37.0,0.43206966,59.588999999999984,73.806,33.11,249.3,78.35,428:430
4273.0,287.0,75.0,139.0,41802.4,62.0,-10.785259,165.82452,10.56,37.0,0.43225104,59.463,74.008,33.05,245.7,77.73,428:435
4274.0,285.0,77.0,139.0,41812.3,62.4,-10.785265,165.82443,10.36,35.0,0.43243244,59.36500000000001,73.62100000000001,32.96,244.8,77.7,432:432:430
4275.0,285.0,78.0,139.0,41821.8,62.8,-10.785267,165.82434,10.1,35.0,0.43261382,59.307,74.035,32.86,244.0,77.67,437:437
4276.0,286.0,79.0,139.0,41831.19,63.2,-10.785285,165.82425,9.86,35.0,0.4327952,59.383,74.161,32.73,244.4,77.67,433:432
4277.0,283.0,80.0,140.0,41840.3,63.4,-10.785332,165.82419,9.6,34.0,0.4329766,59.480999999999995,72.85,32.6,244.8,77.67,437:437
4278.0,282.0,78.0,139.0,41849.4,63.4,-10.785376,165.82411,9.4,35.0,0.43315798,59.428999999999995,73.32500000000002,32.44,245.3,77.66,437:435:435
4279.0,287.0,79.0,139.0,41858.4,63.6,-10.785399,165.82404,9.22,35.0,0.4333394,59.16799999999999,74.169,32.12,246.4,77.64,437:437
4280.0,287.0,80.0,140.0,41867.3,63.8,-10.785405,165.82396,9.1,34.0,0.43352076,59.169,72.858,31.85,247.8,77.71,437:435:435
4281.0,287.0,82.0,139.0,41876.3,63.8,-10.7854,165.82387,9.02,33.0,0.43370217,59.287,72.337,31.6,249.5,77.82,441:441
4282.0,282.0,81.0,139.0,41885.3,64.0,-10.785387,165.82379,9.0,33.0,0.43388355,59.43300000000001,72.73299999999999,31.4,249.8,77.77,437:437
4283.0,286.0,80.0,138.0,41894.3,64.2,-10.785369,165.82372,8.98,34.0,0.43406492,59.59,72.647,31.22,249.4,77.61,442:442
4284.0,286.0,81.0,138.0,41903.4,64.2,-10.785347,165.82364,9.0,34.0,0.43424633,59.76800000000001,72.10600000000001,31.04,248.9,77.45,441:441:435
4285.0,284.0,82.0,138.0,41912.4,64.4,-10.785322,165.82355,9.02,33.0,0.4344277,59.951,73.66999999999999,30.82,246.5,76.38,446:444
4286.0,283.0,81.0,138.0,41921.5,64.4,-10.785304,165.82347,9.04,33.0,0.43460912,60.044,73.066,30.61,243.6,75.21,439:437
4287.0,284.0,80.0,137.0,41930.6,64.6,-10.785292,165.8234,9.06,34.0,0.4347905,60.111,72.27699999999999,30.47,238.7,74.0,446:444
4288.0,279.0,79.0,138.0,41939.69,64.6,-10.785294,165.8233,9.08,34.0,0.4349719,60.225,73.19,30.37,235.1,73.11,442:439:444
4289.0,281.0,79.0,138.0,41948.8,64.6,-10.785328,165.82323,9.08,34.0,0.43515328,60.358999999999995,72.79,30.36,234.3,72.92,444:442
4290.0,286.0,76.0,137.0,41958.1,64.6,-10.78538,165.82317,9.14,36.0,0.43533465,60.536,71.535,30.36,234.1,73.02,441:439
4291.0,282.0,75.0,136.0,41967.4,64.6,-10.785422,165.82309,9.18,36.0,0.43551606,60.746,73.772,30.38,235.0,73.64,444:444
4292.0,287.0,75.0,136.0,41976.9,64.6,-10.785445,165.82301,9.26,37.0,0.43569744,60.977999999999994,72.721,30.41,235.7,74.08,444:439
4293.0,289.0,75.0,136.0,41986.5,64.4,-10.78545,165.82292,9.36,37.0,0.43587884,61.129,72.497,30.46,234.9,73.81,437:446:444
4294.0,287.0,76.0,136.0,41996.2,64.4,-10.785442,165.82283,9.48,36.0,0.43606022,61.315,73.443,30.51,234.1,73.51,442:437
4295.0,283.0,79.0,135.0,42006.1,64.4,-10.78543,165.82274,9.6,34.0,0.4362416,61.508,73.501,30.57,232.5,72.95,448:446:444
4296.0,284.0,78.0,135.0,42016.0,64.4,-10.785423,165.82265,9.72,35.0,0.436423,61.57500000000001,72.423,30.63,231.3,72.63,439:449
4297.0,284.0,77.0,135.0,42026.1,64.4,-10.785445,165.82257,9.84,35.0,0.43660438,61.572,72.026,30.64,232.8,73.74,444:442
4298.0,285.0,77.0,136.0,42036.1,64.4,-10.785501,165.8225,9.92,35.0,0.4367858,61.571000000000005,72.999,30.68,234.1,74.59,437:446
4299.0,286.0,78.0,135.0,42046.1,64.4,-10.785578,165.82245,9.98,35.0,0.43696716,61.49400000000001,72.196,30.82,234.5,74.53,444:882
4300.0,280.0,77.0,135.0,42056.1,64.6,-10.785661,165.82242,10.0,35.0,0.43714857,61.439,71.85799999999999,30.95,234.6,74.47,433:449
4301.0,284.0,76.0,135.0,42066.1,64.6,-10.785748,165.82239,10.02,36.0,0.43732995,61.408,72.173,31.06,234.3,74.4,444:442
4302.0,285.0,75.0,135.0,42076.2,64.6,-10.785838,165.82237,10.02,36.0,0.43751132,61.43300000000001,72.713,31.16,234.0,74.3,437:449
4303.0,285.0,75.0,135.0,42086.3,64.6,-10.785929,165.82239,10.04,36.0,0.43769273,61.517,71.402,31.12,233.8,73.69,446:444
4304.0,287.0,75.0,135.0,42096.8,64.4,-10.786011,165.82243,10.14,37.0,0.4378741,61.556,70.845,31.09,233.9,73.23,441:444:446
4305.0,283.0,76.0,135.0,42107.6,64.0,-10.786073,165.82251,10.3,36.0,0.43805552,61.47400000000001,72.288,31.1,234.5,73.11,444:442
4306.0,289.0,77.0,135.0,42119.0,63.6,-10.786114,165.8226,10.58,36.0,0.4382369,61.459,71.949,31.19,234.5,73.08,439:446
4307.0,283.0,79.0,135.0,42130.7,63.0,-10.786137,165.82271,10.9,34.0,0.43841827,61.459999999999994,71.821,31.45,233.2,73.22,446:439
4308.0,283.0,79.0,136.0,42142.8,62.6,-10.786145,165.82281,11.3,34.0,0.43859968,61.424,71.86,31.75,232.6,73.02,446:444:442
4309.0,285.0,79.0,135.0,42155.1,62.2,-10.786142,165.82292,11.66,34.0,0.43878105,61.403,72.926,32.08,232.3,72.64,444:444
4310.0,284.0,78.0,135.0,42167.7,61.6,-10.786131,165.82304,12.02,35.0,0.43896246,61.47600000000001,72.19000000000001,32.36,232.6,72.81,441
4311.0,282.0,78.0,135.0,42180.6,61.0,-10.786115,165.82315,12.32,35.0,0.43914384,61.398,71.78399999999999,32.64,232.9,72.99,444:448:444
4312.0,286.0,78.0,135.0,42193.7,60.6,-10.786094,165.82327,12.6,35.0,0.43932524,61.275,73.446,33.02,232.3,73.42,439:451:449
4313.0,283.0,78.0,135.0,42207.1,60.0,-10.786069,165.8234,12.86,35.0,0.43950662,61.142,71.728,33.46,231.1,74.03,442:451
4314.0,277.0,78.0,135.0,42220.6,59.4,-10.786039,165.82352,13.1,34.0,0.439688,61.107000000000006,71.706,33.81,232.9,74.58,449:444
4315.0,284.0,74.0,135.0,42234.4,58.8,-10.786004,165.82364,13.34,37.0,0.4398694,61.05799999999999,72.318,34.14,235.3,75.12,446:449
4316.0,290.0,73.0,135.0,42248.4,58.2,-10.785961,165.82376,13.56,38.0,0.44005078,61.07800000000001,71.907,34.38,235.6,75.03,453:451:448
4317.0,286.0,76.0,135.0,42262.7,57.8,-10.785915,165.82388,13.8,36.0,0.4402322,61.02900000000001,71.77900000000001,34.59,235.4,74.77,444
4318.0,283.0,77.0,135.0,42276.9,57.6,-10.7858715,165.824,13.96,35.0,0.44041356,60.961,72.034,34.66,235.1,74.92,453:449:446
